BGC	Accession	Description	Product	BiG_SCAPE	Organism	Taxonomy
Bger_bac_bin052~Bger_metagenome_contig_000076.region001	Bger_metagenome_contig_000076	Bger_metagenome_contig_000076	RiPP-like	RiPPs		
Bger_bac_bin052~Bger_metagenome_contig_000083.region001	Bger_metagenome_contig_000083	Bger_metagenome_contig_000083	RRE-containing	RiPPs		
Bger_bac_bin053~Bger_metagenome_contig_000001.region001	Bger_metagenome_contig_000001	Bger_metagenome_contig_000001	arylpolyene	Others		
Bger_bac_bin053~Bger_metagenome_contig_000001.region002	Bger_metagenome_contig_000001	Bger_metagenome_contig_000001	arylpolyene	Others		
Bger_bac_bin054~Bger_metagenome_contig_000020.region001	Bger_metagenome_contig_000020	Bger_metagenome_contig_000020	arylpolyene	Others		
Bger_bac_bin054~Bger_metagenome_contig_000020.region002	Bger_metagenome_contig_000020	Bger_metagenome_contig_000020	lanthipeptide-class-i	RiPPs		
Bger_bac_bin054~Bger_metagenome_contig_000020.region003	Bger_metagenome_contig_000020	Bger_metagenome_contig_000020	arylpolyene	Others		
Bger_bac_bin055~Bger_metagenome_contig_000108.region001	Bger_metagenome_contig_000108	Bger_metagenome_contig_000108	RRE-containing	RiPPs		
Bger_bac_bin056~Bger_metagenome_contig_000593.region001	Bger_metagenome_contig_000593	Bger_metagenome_contig_000593	RRE-containing	RiPPs		
Bger_bac_bin057~Bger_metagenome_contig_000284.region001	Bger_metagenome_contig_000284	Bger_metagenome_contig_000284	arylpolyene	Others		
Bger_bac_bin057~Bger_metagenome_contig_000309.region001	Bger_metagenome_contig_000309	Bger_metagenome_contig_000309	lanthipeptide-class-i	RiPPs		
Bger_bac_bin057~Bger_metagenome_contig_000333.region001	Bger_metagenome_contig_000333	Bger_metagenome_contig_000333	arylpolyene	Others		
Bger_bac_bin057~Bger_metagenome_contig_000411.region001	Bger_metagenome_contig_000411	Bger_metagenome_contig_000411	RiPP-like	RiPPs		
Bger_bac_bin057~Bger_metagenome_contig_000411.region002	Bger_metagenome_contig_000411	Bger_metagenome_contig_000411	RRE-containing	RiPPs		
Bger_bac_bin057~Bger_metagenome_contig_000412.region001	Bger_metagenome_contig_000412	Bger_metagenome_contig_000412	RRE-containing	RiPPs		
Bger_bac_bin057~Bger_metagenome_contig_000412.region002	Bger_metagenome_contig_000412	Bger_metagenome_contig_000412	phosphonate	Others		
Bger_bac_bin058~Bger_metagenome_contig_000174.region001	Bger_metagenome_contig_000174	Bger_metagenome_contig_000174	arylpolyene	Others		
Bger_bac_bin059~Bger_metagenome_contig_000043.region001	Bger_metagenome_contig_000043	Bger_metagenome_contig_000043	RiPP-like	RiPPs		
Bger_bac_bin059~Bger_metagenome_contig_000043.region002	Bger_metagenome_contig_000043	Bger_metagenome_contig_000043	hglE-KS.T1PKS	PKSother		
Bger_bac_bin059~Bger_metagenome_contig_000043.region003	Bger_metagenome_contig_000043	Bger_metagenome_contig_000043	hglE-KS.T1PKS	PKSother		
Bger_bac_bin059~Bger_metagenome_contig_000043.region004	Bger_metagenome_contig_000043	Bger_metagenome_contig_000043	RRE-containing	RiPPs		
Bger_bac_bin059~Bger_metagenome_contig_000129.region001	Bger_metagenome_contig_000129	Bger_metagenome_contig_000129	RiPP-like	RiPPs		
Bger_bac_bin059~Bger_metagenome_contig_000266.region001	Bger_metagenome_contig_000266	Bger_metagenome_contig_000266	arylpolyene	Others		
Bger_bac_bin060~Bger_metagenome_contig_000113.region001	Bger_metagenome_contig_000113	Bger_metagenome_contig_000113	arylpolyene	Others		
Bger_bac_bin060~Bger_metagenome_contig_000265.region001	Bger_metagenome_contig_000265	Bger_metagenome_contig_000265	phosphonate	Others		
Bger_bac_bin060~Bger_metagenome_contig_000269.region001	Bger_metagenome_contig_000269	Bger_metagenome_contig_000269	arylpolyene	Others		
Bger_bac_bin060~Bger_metagenome_contig_000443.region001	Bger_metagenome_contig_000443	Bger_metagenome_contig_000443	RiPP-like	RiPPs		
Bger_bac_bin060~Bger_metagenome_contig_000443.region002	Bger_metagenome_contig_000443	Bger_metagenome_contig_000443	RRE-containing	RiPPs		
Bger_bac_bin060~Bger_metagenome_contig_000443.region003	Bger_metagenome_contig_000443	Bger_metagenome_contig_000443	RRE-containing	RiPPs		
Bger_bac_bin060~Bger_metagenome_contig_001110.region001	Bger_metagenome_contig_001110	Bger_metagenome_contig_001110	RRE-containing	RiPPs		
Bger_bac_bin061~Bger_metagenome_contig_000019.region001	Bger_metagenome_contig_000019	Bger_metagenome_contig_000019	RRE-containing	RiPPs		
Bger_bac_bin061~Bger_metagenome_contig_000019.region002	Bger_metagenome_contig_000019	Bger_metagenome_contig_000019	arylpolyene	Others		
Bger_bac_bin061~Bger_metagenome_contig_000019.region003	Bger_metagenome_contig_000019	Bger_metagenome_contig_000019	RRE-containing	RiPPs		
Bger_bac_bin061~Bger_metagenome_contig_000021.region001	Bger_metagenome_contig_000021	Bger_metagenome_contig_000021	hglE-KS.T1PKS	PKSother		
Bger_bac_bin061~Bger_metagenome_contig_000021.region002	Bger_metagenome_contig_000021	Bger_metagenome_contig_000021	NRPS.transAT-PKS	PKS-NRP_Hybrids		
Bger_bac_bin062~Bger_metagenome_contig_000028.region001	Bger_metagenome_contig_000028	Bger_metagenome_contig_000028	RRE-containing	RiPPs		
Bger_bac_bin063~Bger_metagenome_contig_000158.region001	Bger_metagenome_contig_000158	Bger_metagenome_contig_000158	T3PKS	PKSother		
Bger_bac_bin063~Bger_metagenome_contig_000249.region001	Bger_metagenome_contig_000249	Bger_metagenome_contig_000249	RRE-containing	RiPPs		
Bger_bac_bin063~Bger_metagenome_contig_001138.region001	Bger_metagenome_contig_001138	Bger_metagenome_contig_001138	terpene	Terpene		
Bger_bac_bin063~Bger_metagenome_contig_006450.region001	Bger_metagenome_contig_006450	Bger_metagenome_contig_006450	phosphonate	Others		
Bger_bac_bin064~Bger_metagenome_contig_000825.region001	Bger_metagenome_contig_000825	Bger_metagenome_contig_000825	RRE-containing	RiPPs		
Bger_bac_bin064~Bger_metagenome_contig_001362.region001	Bger_metagenome_contig_001362	Bger_metagenome_contig_001362	NRPS-like	NRPS		
Bger_bac_bin064~Bger_metagenome_contig_002429.region001	Bger_metagenome_contig_002429	Bger_metagenome_contig_002429	RRE-containing	RiPPs		
Bger_bac_bin065~Bger_metagenome_contig_000072.region001	Bger_metagenome_contig_000072	Bger_metagenome_contig_000072	RiPP-like	RiPPs		
Bger_bac_bin065~Bger_metagenome_contig_000211.region001	Bger_metagenome_contig_000211	Bger_metagenome_contig_000211	RRE-containing	RiPPs		
Bger_bac_bin066~Bger_metagenome_contig_000091.region001	Bger_metagenome_contig_000091	Bger_metagenome_contig_000091	arylpolyene	Others		
Bger_bac_bin066~Bger_metagenome_contig_000091.region002	Bger_metagenome_contig_000091	Bger_metagenome_contig_000091	arylpolyene	Others		
Bger_bac_bin066~Bger_metagenome_contig_000160.region001	Bger_metagenome_contig_000160	Bger_metagenome_contig_000160	LAP	RiPPs		
Bger_bac_bin066~Bger_metagenome_contig_000292.region001	Bger_metagenome_contig_000292	Bger_metagenome_contig_000292	RRE-containing	RiPPs		
Bger_bac_bin066~Bger_metagenome_contig_000426.region001	Bger_metagenome_contig_000426	Bger_metagenome_contig_000426	RRE-containing	RiPPs		
Bger_bac_bin068~Bger_metagenome_contig_000887.region001	Bger_metagenome_contig_000887	Bger_metagenome_contig_000887	lanthipeptide-class-i	RiPPs		
Bger_bac_bin069~Bger_metagenome_contig_000950.region001	Bger_metagenome_contig_000950	Bger_metagenome_contig_000950	thiopeptide	RiPPs		
Bger_bac_bin069~Bger_metagenome_contig_001278.region001	Bger_metagenome_contig_001278	Bger_metagenome_contig_001278	RRE-containing	RiPPs		
Bger_bac_bin071~Bger_metagenome_contig_023117.region001	Bger_metagenome_contig_023117	Bger_metagenome_contig_023117	arylpolyene	Others		
Bger_bac_bin072~Bger_metagenome_contig_000261.region001	Bger_metagenome_contig_000261	Bger_metagenome_contig_000261	RiPP-like	RiPPs		
Bger_bac_bin072~Bger_metagenome_contig_000261.region002	Bger_metagenome_contig_000261	Bger_metagenome_contig_000261	hglE-KS.T1PKS	PKSother		
Bger_bac_bin072~Bger_metagenome_contig_000409.region001	Bger_metagenome_contig_000409	Bger_metagenome_contig_000409	RiPP-like	RiPPs		
Bger_bac_bin072~Bger_metagenome_contig_000512.region001	Bger_metagenome_contig_000512	Bger_metagenome_contig_000512	terpene	Terpene		
Bger_bac_bin074~Bger_metagenome_contig_000097.region001	Bger_metagenome_contig_000097	Bger_metagenome_contig_000097	RRE-containing	RiPPs		
Bger_bac_bin074~Bger_metagenome_contig_000239.region001	Bger_metagenome_contig_000239	Bger_metagenome_contig_000239	hglE-KS.T1PKS	PKSother		
Bger_bac_bin075~Bger_metagenome_contig_002806.region001	Bger_metagenome_contig_002806	Bger_metagenome_contig_002806	RRE-containing	RiPPs		
Bger_bac_bin075~Bger_metagenome_contig_002959.region001	Bger_metagenome_contig_002959	Bger_metagenome_contig_002959	lanthipeptide-class-i	RiPPs		
Bger_bac_bin076~Bger_metagenome_contig_000670.region001	Bger_metagenome_contig_000670	Bger_metagenome_contig_000670	hglE-KS	PKSother		
Bger_bac_bin076~Bger_metagenome_contig_002665.region001	Bger_metagenome_contig_002665	Bger_metagenome_contig_002665	lanthipeptide-class-i	RiPPs		
Bger_bac_bin077~Bger_metagenome_contig_000133.region001	Bger_metagenome_contig_000133	Bger_metagenome_contig_000133	RRE-containing	RiPPs		
Bger_bac_bin077~Bger_metagenome_contig_000669.region001	Bger_metagenome_contig_000669	Bger_metagenome_contig_000669	hglE-KS.T1PKS	PKSother		
Bger_bac_bin078~Bger_metagenome_contig_000729.region001	Bger_metagenome_contig_000729	Bger_metagenome_contig_000729	RRE-containing	RiPPs		
Bger_bac_bin079~Bger_metagenome_contig_000653.region001	Bger_metagenome_contig_000653	Bger_metagenome_contig_000653	betalactone	Others		
Bger_bac_bin079~Bger_metagenome_contig_000757.region001	Bger_metagenome_contig_000757	Bger_metagenome_contig_000757	RRE-containing	RiPPs		
Bger_bac_bin079~Bger_metagenome_contig_000812.region001	Bger_metagenome_contig_000812	Bger_metagenome_contig_000812	arylpolyene	Others		
Bger_bac_bin079~Bger_metagenome_contig_003557.region001	Bger_metagenome_contig_003557	Bger_metagenome_contig_003557	RiPP-like	RiPPs		
Bger_bac_bin080~Bger_metagenome_contig_000142.region001	Bger_metagenome_contig_000142	Bger_metagenome_contig_000142	hglE-KS.T1PKS	PKSother		
Bger_bac_bin081~Bger_metagenome_contig_000159.region001	Bger_metagenome_contig_000159	Bger_metagenome_contig_000159	betalactone	Others		
Bger_bac_bin082~Bger_metagenome_contig_000138.region001	Bger_metagenome_contig_000138	Bger_metagenome_contig_000138	hglE-KS.T1PKS	PKSother		
Bger_bac_bin082~Bger_metagenome_contig_001092.region001	Bger_metagenome_contig_001092	Bger_metagenome_contig_001092	RiPP-like	RiPPs		
Bger_bac_bin084~Bger_metagenome_contig_000059.region001	Bger_metagenome_contig_000059	Bger_metagenome_contig_000059	hglE-KS.T1PKS	PKSother		
Bger_bac_bin084~Bger_metagenome_contig_000219.region001	Bger_metagenome_contig_000219	Bger_metagenome_contig_000219	RiPP-like	RiPPs		
Bger_bac_bin084~Bger_metagenome_contig_000467.region001	Bger_metagenome_contig_000467	Bger_metagenome_contig_000467	hglE-KS.T1PKS	PKSother		
Bger_bac_bin085~Bger_metagenome_contig_000165.region001	Bger_metagenome_contig_000165	Bger_metagenome_contig_000165	arylpolyene	Others		
Bger_bac_bin085~Bger_metagenome_contig_000200.region001	Bger_metagenome_contig_000200	Bger_metagenome_contig_000200	hydrogen-cyanide	Others		
Bger_bac_bin085~Bger_metagenome_contig_000366.region001	Bger_metagenome_contig_000366	Bger_metagenome_contig_000366	arylpolyene	Others		
Bger_bac_bin085~Bger_metagenome_contig_000396.region001	Bger_metagenome_contig_000396	Bger_metagenome_contig_000396	RRE-containing	RiPPs		
Bger_bac_bin086~Bger_metagenome_contig_000288.region001	Bger_metagenome_contig_000288	Bger_metagenome_contig_000288	arylpolyene	Others		
Bger_bac_bin086~Bger_metagenome_contig_000581.region001	Bger_metagenome_contig_000581	Bger_metagenome_contig_000581	phosphonate	Others		
Bger_bac_bin086~Bger_metagenome_contig_000813.region001	Bger_metagenome_contig_000813	Bger_metagenome_contig_000813	hydrogen-cyanide	Others		
Bger_bac_bin087~Bger_metagenome_contig_000024.region001	Bger_metagenome_contig_000024	Bger_metagenome_contig_000024	ranthipeptide	RiPPs		
Bger_bac_bin087~Bger_metagenome_contig_000024.region002	Bger_metagenome_contig_000024	Bger_metagenome_contig_000024	hydrogen-cyanide	Others		
Bger_bac_bin087~Bger_metagenome_contig_000065.region001	Bger_metagenome_contig_000065	Bger_metagenome_contig_000065	betalactone	Others		
Bger_bac_bin088~Bger_metagenome_contig_000861.region001	Bger_metagenome_contig_000861	Bger_metagenome_contig_000861	RRE-containing	RiPPs		
Bger_bac_bin088~Bger_metagenome_contig_001116.region001	Bger_metagenome_contig_001116	Bger_metagenome_contig_001116	NRPS-like	NRPS		
Bger_bac_bin088~Bger_metagenome_contig_002912.region001	Bger_metagenome_contig_002912	Bger_metagenome_contig_002912	arylpolyene	Others		
Bger_bac_bin089~Bger_metagenome_contig_000069.region001	Bger_metagenome_contig_000069	Bger_metagenome_contig_000069	hydrogen-cyanide	Others		
Bger_bac_bin089~Bger_metagenome_contig_000073.region001	Bger_metagenome_contig_000073	Bger_metagenome_contig_000073	arylpolyene	Others		
Bger_bac_bin089~Bger_metagenome_contig_000146.region001	Bger_metagenome_contig_000146	Bger_metagenome_contig_000146	arylpolyene	Others		
Bger_bac_bin090~Bger_metagenome_contig_000161.region001	Bger_metagenome_contig_000161	Bger_metagenome_contig_000161	resorcinol.lanthipeptide-class-i	Others		
Bger_bac_bin090~Bger_metagenome_contig_000360.region001	Bger_metagenome_contig_000360	Bger_metagenome_contig_000360	resorcinol	Others		
Bger_bac_bin091~Bger_metagenome_contig_000009.region001	Bger_metagenome_contig_000009	Bger_metagenome_contig_000009	resorcinol	Others		
Bger_bac_bin092~Bger_metagenome_contig_001069.region001	Bger_metagenome_contig_001069	Bger_metagenome_contig_001069	proteusin.RiPP-like	RiPPs		
Bger_bac_bin092~Bger_metagenome_contig_001157.region001	Bger_metagenome_contig_001157	Bger_metagenome_contig_001157	terpene	Terpene		
Bger_bac_bin092~Bger_metagenome_contig_005303.region001	Bger_metagenome_contig_005303	Bger_metagenome_contig_005303	RiPP-like	RiPPs		
Bger_bac_bin093~Bger_metagenome_contig_000364.region001	Bger_metagenome_contig_000364	Bger_metagenome_contig_000364	terpene	Terpene		
Bger_bac_bin093~Bger_metagenome_contig_001288.region001	Bger_metagenome_contig_001288	Bger_metagenome_contig_001288	arylpolyene	Others		
Bger_bac_bin093~Bger_metagenome_contig_001810.region001	Bger_metagenome_contig_001810	Bger_metagenome_contig_001810	cyclic-lactone-autoinducer	RiPPs		
Bger_bac_bin094~Bger_metagenome_contig_001137.region001	Bger_metagenome_contig_001137	Bger_metagenome_contig_001137	arylpolyene	Others		
Bger_bac_bin094~Bger_metagenome_contig_001493.region001	Bger_metagenome_contig_001493	Bger_metagenome_contig_001493	lanthipeptide-class-i	RiPPs		
Bger_bac_bin095~Bger_metagenome_contig_000153.region001	Bger_metagenome_contig_000153	Bger_metagenome_contig_000153	phosphonate	Others		
Bger_bac_bin095~Bger_metagenome_contig_000153.region002	Bger_metagenome_contig_000153	Bger_metagenome_contig_000153	resorcinol.arylpolyene	Others		
Bger_bac_bin096~Bger_metagenome_contig_000141.region001	Bger_metagenome_contig_000141	Bger_metagenome_contig_000141	terpene	Terpene		
Bger_bac_bin096~Bger_metagenome_contig_001479.region001	Bger_metagenome_contig_001479	Bger_metagenome_contig_001479	resorcinol	Others		
Bger_bac_bin097~Bger_metagenome_contig_000145.region001	Bger_metagenome_contig_000145	Bger_metagenome_contig_000145	resorcinol.arylpolyene	Others		
Bger_bac_bin097~Bger_metagenome_contig_001127.region001	Bger_metagenome_contig_001127	Bger_metagenome_contig_001127	arylpolyene	Others		
Bger_bac_bin098~Bger_metagenome_contig_000721.region001	Bger_metagenome_contig_000721	Bger_metagenome_contig_000721	resorcinol.arylpolyene	Others		
Bger_bac_bin098~Bger_metagenome_contig_009854.region001	Bger_metagenome_contig_009854	Bger_metagenome_contig_009854	arylpolyene	Others		
Bger_bac_bin099~Bger_metagenome_contig_001300.region001	Bger_metagenome_contig_001300	Bger_metagenome_contig_001300	arylpolyene	Others		
Bger_bac_bin100~Bger_metagenome_contig_000070.region001	Bger_metagenome_contig_000070	Bger_metagenome_contig_000070	lanthipeptide-class-i	RiPPs		
Bger_bac_bin100~Bger_metagenome_contig_000070.region002	Bger_metagenome_contig_000070	Bger_metagenome_contig_000070	phosphonate	Others		
Bger_bac_bin101~Bger_metagenome_contig_000499.region001	Bger_metagenome_contig_000499	Bger_metagenome_contig_000499	phosphonate	Others		
Bger_bac_bin101~Bger_metagenome_contig_000675.region001	Bger_metagenome_contig_000675	Bger_metagenome_contig_000675	RRE-containing	RiPPs		
Bger_bac_bin101~Bger_metagenome_contig_003650.region001	Bger_metagenome_contig_003650	Bger_metagenome_contig_003650	thiopeptide	RiPPs		
Bger_bac_bin102~Bger_metagenome_contig_001287.region001	Bger_metagenome_contig_001287	Bger_metagenome_contig_001287	arylpolyene	Others		
Bger_bac_bin102~Bger_metagenome_contig_007922.region001	Bger_metagenome_contig_007922	Bger_metagenome_contig_007922	RRE-containing	RiPPs		
Bger_bac_bin103~Bger_metagenome_contig_003098.region001	Bger_metagenome_contig_003098	Bger_metagenome_contig_003098	lanthipeptide-class-i	RiPPs		
Bger_bac_bin103~Bger_metagenome_contig_003521.region001	Bger_metagenome_contig_003521	Bger_metagenome_contig_003521	arylpolyene	Others		
Bger_bac_bin105~Bger_metagenome_contig_001115.region001	Bger_metagenome_contig_001115	Bger_metagenome_contig_001115	arylpolyene	Others		
Bger_bac_bin106~Bger_metagenome_contig_000115.region001	Bger_metagenome_contig_000115	Bger_metagenome_contig_000115	arylpolyene	Others		
Bger_bac_bin107~Bger_metagenome_contig_000007.region001	Bger_metagenome_contig_000007	Bger_metagenome_contig_000007	RiPP-like	RiPPs		
Bger_bac_bin109~Bger_metagenome_contig_000234.region001	Bger_metagenome_contig_000234	Bger_metagenome_contig_000234	RRE-containing	RiPPs		
Bger_bac_bin109~Bger_metagenome_contig_000935.region001	Bger_metagenome_contig_000935	Bger_metagenome_contig_000935	arylpolyene	Others		
Bger_bac_bin109~Bger_metagenome_contig_001205.region001	Bger_metagenome_contig_001205	Bger_metagenome_contig_001205	arylpolyene	Others		
Bger_bac_bin110~Bger_metagenome_contig_000047.region001	Bger_metagenome_contig_000047	Bger_metagenome_contig_000047	arylpolyene.lanthipeptide-class-i.ranthipeptide	Others		
Bger_bac_bin111~Bger_metagenome_contig_000751.region001	Bger_metagenome_contig_000751	Bger_metagenome_contig_000751	arylpolyene	Others		
Bger_bac_bin111~Bger_metagenome_contig_003948.region001	Bger_metagenome_contig_003948	Bger_metagenome_contig_003948	arylpolyene	Others		
Bger_bac_bin111~Bger_metagenome_contig_004270.region001	Bger_metagenome_contig_004270	Bger_metagenome_contig_004270	lanthipeptide-class-i	RiPPs		
Bger_bac_bin112~Bger_metagenome_contig_003390.region001	Bger_metagenome_contig_003390	Bger_metagenome_contig_003390	arylpolyene	Others		
Bger_bac_bin113~Bger_metagenome_contig_001638.region001	Bger_metagenome_contig_001638	Bger_metagenome_contig_001638	RRE-containing	RiPPs		
Bger_bac_bin114~Bger_metagenome_contig_001295.region001	Bger_metagenome_contig_001295	Bger_metagenome_contig_001295	RRE-containing	RiPPs		
Bger_bac_bin115~Bger_metagenome_contig_000212.region001	Bger_metagenome_contig_000212	Bger_metagenome_contig_000212	RRE-containing	RiPPs		
Bger_bac_bin116~Bger_metagenome_contig_000400.region001	Bger_metagenome_contig_000400	Bger_metagenome_contig_000400	RRE-containing	RiPPs		
