K	pathway	protein
K01052	ko00100	Pame_18282.t1
K01052	ko00100	Pame_18310.t1
K01052	ko00100	Pame_19027.t1
K01052	ko00100	Pame_19028.t1
K01052	ko00100	Pame_19029.t1
K01052	ko00100	Pame_19098.t1
K01052	ko00100	Pame_19162.t1
K01052	ko00100	Pame_19163.t1
K01052	ko00100	Pame_19444.t1
K01052	ko00100	Pame_19445.t1
K01052	ko00100	Pame_19480.t1
K01052	ko00100	Pame_19484.t3
K01052	ko00100	Pame_19485.t1
K01052	ko00100	Pame_19486.t1
K01052	ko00100	Pame_19619.t1
K01052	ko00100	Pame_20126.t1
K01052	ko04142	Pame_00495.t1
K01052	ko04142	Pame_00496.t1
K01052	ko04142	Pame_00497.t1
K01052	ko04142	Pame_01458.t1
K01052	ko04142	Pame_02096.t1
K01052	ko04142	Pame_05715.t1
K01052	ko04142	Pame_05769.t1
K01052	ko04142	Pame_06852.t1
K01052	ko04142	Pame_07094.t1
K01052	ko04142	Pame_07095.t1
K01052	ko04142	Pame_10291.t1
K01052	ko04142	Pame_10292.t1
K01052	ko04142	Pame_10293.t1
K01052	ko04142	Pame_10382.t2
K01052	ko04142	Pame_13908.t1
K01052	ko04142	Pame_13909.t1
K01052	ko04142	Pame_13992.t1
K01052	ko04142	Pame_13993.t1
K01052	ko04142	Pame_13994.t1
K01052	ko04142	Pame_13995.t1
K01052	ko04142	Pame_14039.t1
K01052	ko04142	Pame_14040.t1
K01052	ko04142	Pame_14041.t1
K01052	ko04142	Pame_14042.t1
K01052	ko04142	Pame_14043.t1
K01052	ko04142	Pame_14044.t1
K01052	ko04142	Pame_14045.t1
K01052	ko04142	Pame_14046.t1
K01052	ko04142	Pame_14081.t1
K01052	ko04142	Pame_15321.t1
K01052	ko04142	Pame_15323.t1
K01052	ko04142	Pame_15324.t1
K01052	ko04142	Pame_15325.t1
K01052	ko04142	Pame_15326.t1
K01052	ko04142	Pame_16256.t1
K01052	ko04142	Pame_16515.t1
K01052	ko04142	Pame_18282.t1
K01052	ko04142	Pame_18310.t1
K01052	ko04142	Pame_19027.t1
K01052	ko04142	Pame_19028.t1
K01052	ko04142	Pame_19029.t1
K01052	ko04142	Pame_19098.t1
K01052	ko04142	Pame_19162.t1
K01052	ko04142	Pame_19163.t1
K01052	ko04142	Pame_19444.t1
K01052	ko04142	Pame_19445.t1
K01052	ko04142	Pame_19480.t1
K01052	ko04142	Pame_19484.t3
K01052	ko04142	Pame_19485.t1
K01052	ko04142	Pame_19486.t1
K01052	ko04142	Pame_19619.t1
K01052	ko04142	Pame_20126.t1
K01052	ko04148	Pame_00495.t1
K01052	ko04148	Pame_00496.t1
K01052	ko04148	Pame_00497.t1
K01052	ko04148	Pame_01458.t1
K01052	ko04148	Pame_02096.t1
K01052	ko04148	Pame_05715.t1
K01052	ko04148	Pame_05769.t1
K01052	ko04148	Pame_06852.t1
K01052	ko04148	Pame_07094.t1
K01052	ko04148	Pame_07095.t1
K01052	ko04148	Pame_10291.t1
K01052	ko04148	Pame_10292.t1
K01052	ko04148	Pame_10293.t1
K01052	ko04148	Pame_10382.t2
K01052	ko04148	Pame_13908.t1
K01052	ko04148	Pame_13909.t1
K01052	ko04148	Pame_13992.t1
K01052	ko04148	Pame_13993.t1
K01052	ko04148	Pame_13994.t1
K01052	ko04148	Pame_13995.t1
K01052	ko04148	Pame_14039.t1
K01052	ko04148	Pame_14040.t1
K01052	ko04148	Pame_14041.t1
K01052	ko04148	Pame_14042.t1
K01052	ko04148	Pame_14043.t1
K01052	ko04148	Pame_14044.t1
K01052	ko04148	Pame_14045.t1
K01052	ko04148	Pame_14046.t1
K01052	ko04148	Pame_14081.t1
K01052	ko04148	Pame_15321.t1
K01052	ko04148	Pame_15323.t1
K01052	ko04148	Pame_15324.t1
K01052	ko04148	Pame_15325.t1
K01052	ko04148	Pame_15326.t1
K01052	ko04148	Pame_16256.t1
K01052	ko04148	Pame_16515.t1
K01052	ko04148	Pame_18282.t1
K01052	ko04148	Pame_18310.t1
K01052	ko04148	Pame_19027.t1
K01052	ko04148	Pame_19028.t1
K01052	ko04148	Pame_19029.t1
K01052	ko04148	Pame_19098.t1
K01052	ko04148	Pame_19162.t1
K01052	ko04148	Pame_19163.t1
K01052	ko04148	Pame_19444.t1
K01052	ko04148	Pame_19445.t1
K01052	ko04148	Pame_19480.t1
K01052	ko04148	Pame_19484.t3
K01052	ko04148	Pame_19485.t1
K01052	ko04148	Pame_19486.t1
K01052	ko04148	Pame_19619.t1
K01052	ko04148	Pame_20126.t1
K07252	ko00510	Pame_00486.t1
K07252	ko01100	Pame_00486.t1
K10408	ko04814	Pame_00071.t1
K10408	ko04814	Pame_00072.t1
K10408	ko04814	Pame_01225.t1
K10408	ko04814	Pame_01226.t1
K10408	ko04814	Pame_06347.t1
K10408	ko04814	Pame_07136.t1
K10408	ko04814	Pame_09379.t1
K10408	ko04814	Pame_09380.t1
K10408	ko04814	Pame_09602.t1
K10408	ko04814	Pame_09603.t1
K10408	ko04814	Pame_10631.t1
K10408	ko04814	Pame_12876.t1
K10408	ko04814	Pame_13977.t1
K10408	ko04814	Pame_13978.t1
K10408	ko04814	Pame_13980.t1
K10408	ko04814	Pame_13981.t1
K10408	ko04814	Pame_13983.t1
K10408	ko04814	Pame_15867.t1
K10408	ko04814	Pame_15868.t2
K10408	ko04814	Pame_15869.t1
K10408	ko04814	Pame_16416.t1
K03950	ko00190	Pame_01014.t1
K03950	ko01100	Pame_01014.t1
K00920	ko00562	Pame_01009.t1
K00920	ko01100	Pame_01009.t1
K00920	ko04070	Pame_01009.t1
K01867	ko00970	Pame_01248.t1
K01867	ko00970	Pame_10622.t1
K11214	ko00030	Pame_01182.t1
K11214	ko01100	Pame_01182.t1
K04266	ko04080	Pame_01006.t1
K04266	ko04080	Pame_01175.t1
K04266	ko04082	Pame_01006.t1
K04266	ko04082	Pame_01175.t1
K01672	ko00910	Pame_01236.t1
K01672	ko00910	Pame_02434.t1
K01672	ko00910	Pame_02435.t1
K01672	ko00910	Pame_05048.t1
K01672	ko00910	Pame_05049.t1
K01672	ko00910	Pame_06002.t1
K01672	ko00910	Pame_08701.t1
K01672	ko00910	Pame_08971.t1
K01672	ko00910	Pame_08972.t1
K01672	ko00910	Pame_08973.t1
K01672	ko00910	Pame_08974.t1
K01672	ko00910	Pame_08975.t1
K01672	ko00910	Pame_08976.t1
K01672	ko00910	Pame_08977.t1
K01672	ko00910	Pame_08978.t2
K01672	ko00910	Pame_20885.t1
K01672	ko01100	Pame_01236.t1
K01672	ko01100	Pame_02434.t1
K01672	ko01100	Pame_02435.t1
K01672	ko01100	Pame_05048.t1
K01672	ko01100	Pame_05049.t1
K01672	ko01100	Pame_06002.t1
K01672	ko01100	Pame_08701.t1
K01672	ko01100	Pame_08971.t1
K01672	ko01100	Pame_08972.t1
K01672	ko01100	Pame_08973.t1
K01672	ko01100	Pame_08974.t1
K01672	ko01100	Pame_08975.t1
K01672	ko01100	Pame_08976.t1
K01672	ko01100	Pame_08977.t1
K01672	ko01100	Pame_08978.t2
K01672	ko01100	Pame_20885.t1
K07512	ko00061	Pame_01247.t1
K07512	ko00062	Pame_01247.t1
K07512	ko01100	Pame_01247.t1
K07512	ko01212	Pame_01247.t1
K05662	ko02010	Pame_01000.t1
K10771	ko03410	Pame_01003.t2
K12505	ko00900	Pame_00997.t1
K12505	ko00900	Pame_00998.t1
K12505	ko00900	Pame_00997.t1
K12505	ko00900	Pame_00998.t1
K17405	ko03010	Pame_13005.t1
K22262	ko04140	Pame_00990.t1
K07178	ko03008	Pame_00459.t1
K08664	ko04382	Pame_17236.t1
K08664	ko04382	Pame_18426.t1
K00115	ko00030	Pame_00455.t1
K00115	ko00030	Pame_00456.t1
K00115	ko00030	Pame_00457.t1
K00115	ko00030	Pame_01525.t1
K00115	ko00030	Pame_01598.t1
K00115	ko00030	Pame_02432.t1
K00115	ko00030	Pame_02433.t1
K00115	ko00030	Pame_04128.t1
K00115	ko00030	Pame_08103.t1
K00115	ko00030	Pame_10325.t1
K00115	ko00030	Pame_10327.t1
K00115	ko00030	Pame_10509.t1
K00115	ko00030	Pame_13395.t1
K00115	ko00030	Pame_14037.t1
K00115	ko00030	Pame_14038.t1
K00115	ko00030	Pame_16760.t1
K00115	ko00030	Pame_16761.t1
K00115	ko00030	Pame_16762.t1
K00115	ko00030	Pame_16872.t1
K00115	ko00030	Pame_16906.t1
K00115	ko00030	Pame_16907.t1
K00115	ko00030	Pame_16926.t1
K00115	ko00030	Pame_16927.t1
K00115	ko00030	Pame_16928.t1
K00115	ko00030	Pame_16929.t1
K00115	ko00030	Pame_16930.t1
K00115	ko00030	Pame_17609.t1
K00115	ko00030	Pame_17610.t1
K00115	ko00030	Pame_17682.t1
K00115	ko01100	Pame_00455.t1
K00115	ko01100	Pame_00456.t1
K00115	ko01100	Pame_00457.t1
K00115	ko01100	Pame_01525.t1
K00115	ko01100	Pame_01598.t1
K00115	ko01100	Pame_02432.t1
K00115	ko01100	Pame_02433.t1
K00115	ko01100	Pame_04128.t1
K00115	ko01100	Pame_08103.t1
K00115	ko01100	Pame_10325.t1
K00115	ko01100	Pame_10327.t1
K00115	ko01100	Pame_10509.t1
K00115	ko01100	Pame_13395.t1
K00115	ko01100	Pame_14037.t1
K00115	ko01100	Pame_14038.t1
K00115	ko01100	Pame_16760.t1
K00115	ko01100	Pame_16761.t1
K00115	ko01100	Pame_16762.t1
K00115	ko01100	Pame_16872.t1
K00115	ko01100	Pame_16906.t1
K00115	ko01100	Pame_16907.t1
K00115	ko01100	Pame_16926.t1
K00115	ko01100	Pame_16927.t1
K00115	ko01100	Pame_16928.t1
K00115	ko01100	Pame_16929.t1
K00115	ko01100	Pame_16930.t1
K00115	ko01100	Pame_17609.t1
K00115	ko01100	Pame_17610.t1
K00115	ko01100	Pame_17682.t1
K10687	ko04120	Pame_00988.t1
K14827	ko03083	Pame_01183.t1
K00115	ko00030	Pame_00455.t1
K00115	ko00030	Pame_00456.t1
K00115	ko00030	Pame_00457.t1
K00115	ko00030	Pame_01525.t1
K00115	ko00030	Pame_01598.t1
K00115	ko00030	Pame_02432.t1
K00115	ko00030	Pame_02433.t1
K00115	ko00030	Pame_04128.t1
K00115	ko00030	Pame_08103.t1
K00115	ko00030	Pame_10325.t1
K00115	ko00030	Pame_10327.t1
K00115	ko00030	Pame_10509.t1
K00115	ko00030	Pame_13395.t1
K00115	ko00030	Pame_14037.t1
K00115	ko00030	Pame_14038.t1
K00115	ko00030	Pame_16760.t1
K00115	ko00030	Pame_16761.t1
K00115	ko00030	Pame_16762.t1
K00115	ko00030	Pame_16872.t1
K00115	ko00030	Pame_16906.t1
K00115	ko00030	Pame_16907.t1
K00115	ko00030	Pame_16926.t1
K00115	ko00030	Pame_16927.t1
K00115	ko00030	Pame_16928.t1
K00115	ko00030	Pame_16929.t1
K00115	ko00030	Pame_16930.t1
K00115	ko00030	Pame_17609.t1
K00115	ko00030	Pame_17610.t1
K00115	ko00030	Pame_17682.t1
K00115	ko01100	Pame_00455.t1
K00115	ko01100	Pame_00456.t1
K00115	ko01100	Pame_00457.t1
K00115	ko01100	Pame_01525.t1
K00115	ko01100	Pame_01598.t1
K00115	ko01100	Pame_02432.t1
K00115	ko01100	Pame_02433.t1
K00115	ko01100	Pame_04128.t1
K00115	ko01100	Pame_08103.t1
K00115	ko01100	Pame_10325.t1
K00115	ko01100	Pame_10327.t1
K00115	ko01100	Pame_10509.t1
K00115	ko01100	Pame_13395.t1
K00115	ko01100	Pame_14037.t1
K00115	ko01100	Pame_14038.t1
K00115	ko01100	Pame_16760.t1
K00115	ko01100	Pame_16761.t1
K00115	ko01100	Pame_16762.t1
K00115	ko01100	Pame_16872.t1
K00115	ko01100	Pame_16906.t1
K00115	ko01100	Pame_16907.t1
K00115	ko01100	Pame_16926.t1
K00115	ko01100	Pame_16927.t1
K00115	ko01100	Pame_16928.t1
K00115	ko01100	Pame_16929.t1
K00115	ko01100	Pame_16930.t1
K00115	ko01100	Pame_17609.t1
K00115	ko01100	Pame_17610.t1
K00115	ko01100	Pame_17682.t1
K00115	ko00030	Pame_00455.t1
K00115	ko00030	Pame_00456.t1
K00115	ko00030	Pame_00457.t1
K00115	ko00030	Pame_01525.t1
K00115	ko00030	Pame_01598.t1
K00115	ko00030	Pame_02432.t1
K00115	ko00030	Pame_02433.t1
K00115	ko00030	Pame_04128.t1
K00115	ko00030	Pame_08103.t1
K00115	ko00030	Pame_10325.t1
K00115	ko00030	Pame_10327.t1
K00115	ko00030	Pame_10509.t1
K00115	ko00030	Pame_13395.t1
K00115	ko00030	Pame_14037.t1
K00115	ko00030	Pame_14038.t1
K00115	ko00030	Pame_16760.t1
K00115	ko00030	Pame_16761.t1
K00115	ko00030	Pame_16762.t1
K00115	ko00030	Pame_16872.t1
K00115	ko00030	Pame_16906.t1
K00115	ko00030	Pame_16907.t1
K00115	ko00030	Pame_16926.t1
K00115	ko00030	Pame_16927.t1
K00115	ko00030	Pame_16928.t1
K00115	ko00030	Pame_16929.t1
K00115	ko00030	Pame_16930.t1
K00115	ko00030	Pame_17609.t1
K00115	ko00030	Pame_17610.t1
K00115	ko00030	Pame_17682.t1
K00115	ko01100	Pame_00455.t1
K00115	ko01100	Pame_00456.t1
K00115	ko01100	Pame_00457.t1
K00115	ko01100	Pame_01525.t1
K00115	ko01100	Pame_01598.t1
K00115	ko01100	Pame_02432.t1
K00115	ko01100	Pame_02433.t1
K00115	ko01100	Pame_04128.t1
K00115	ko01100	Pame_08103.t1
K00115	ko01100	Pame_10325.t1
K00115	ko01100	Pame_10327.t1
K00115	ko01100	Pame_10509.t1
K00115	ko01100	Pame_13395.t1
K00115	ko01100	Pame_14037.t1
K00115	ko01100	Pame_14038.t1
K00115	ko01100	Pame_16760.t1
K00115	ko01100	Pame_16761.t1
K00115	ko01100	Pame_16762.t1
K00115	ko01100	Pame_16872.t1
K00115	ko01100	Pame_16906.t1
K00115	ko01100	Pame_16907.t1
K00115	ko01100	Pame_16926.t1
K00115	ko01100	Pame_16927.t1
K00115	ko01100	Pame_16928.t1
K00115	ko01100	Pame_16929.t1
K00115	ko01100	Pame_16930.t1
K00115	ko01100	Pame_17609.t1
K00115	ko01100	Pame_17610.t1
K00115	ko01100	Pame_17682.t1
K00115	ko00030	Pame_00455.t1
K00115	ko00030	Pame_00456.t1
K00115	ko00030	Pame_00457.t1
K00115	ko00030	Pame_01525.t1
K00115	ko00030	Pame_01598.t1
K00115	ko00030	Pame_02432.t1
K00115	ko00030	Pame_02433.t1
K00115	ko00030	Pame_04128.t1
K00115	ko00030	Pame_08103.t1
K00115	ko00030	Pame_10325.t1
K00115	ko00030	Pame_10327.t1
K00115	ko00030	Pame_10509.t1
K00115	ko00030	Pame_13395.t1
K00115	ko00030	Pame_14037.t1
K00115	ko00030	Pame_14038.t1
K00115	ko00030	Pame_16760.t1
K00115	ko00030	Pame_16761.t1
K00115	ko00030	Pame_16762.t1
K00115	ko00030	Pame_16872.t1
K00115	ko00030	Pame_16906.t1
K00115	ko00030	Pame_16907.t1
K00115	ko00030	Pame_16926.t1
K00115	ko00030	Pame_16927.t1
K00115	ko00030	Pame_16928.t1
K00115	ko00030	Pame_16929.t1
K00115	ko00030	Pame_16930.t1
K00115	ko00030	Pame_17609.t1
K00115	ko00030	Pame_17610.t1
K00115	ko00030	Pame_17682.t1
K00115	ko01100	Pame_00455.t1
K00115	ko01100	Pame_00456.t1
K00115	ko01100	Pame_00457.t1
K00115	ko01100	Pame_01525.t1
K00115	ko01100	Pame_01598.t1
K00115	ko01100	Pame_02432.t1
K00115	ko01100	Pame_02433.t1
K00115	ko01100	Pame_04128.t1
K00115	ko01100	Pame_08103.t1
K00115	ko01100	Pame_10325.t1
K00115	ko01100	Pame_10327.t1
K00115	ko01100	Pame_10509.t1
K00115	ko01100	Pame_13395.t1
K00115	ko01100	Pame_14037.t1
K00115	ko01100	Pame_14038.t1
K00115	ko01100	Pame_16760.t1
K00115	ko01100	Pame_16761.t1
K00115	ko01100	Pame_16762.t1
K00115	ko01100	Pame_16872.t1
K00115	ko01100	Pame_16906.t1
K00115	ko01100	Pame_16907.t1
K00115	ko01100	Pame_16926.t1
K00115	ko01100	Pame_16927.t1
K00115	ko01100	Pame_16928.t1
K00115	ko01100	Pame_16929.t1
K00115	ko01100	Pame_16930.t1
K00115	ko01100	Pame_17609.t1
K00115	ko01100	Pame_17610.t1
K00115	ko01100	Pame_17682.t1
K11140	ko00480	Pame_00449.t1
K11140	ko00480	Pame_00450.t1
K11140	ko00480	Pame_00452.t1
K11140	ko00480	Pame_00615.t1
K11140	ko00480	Pame_09901.t1
K11140	ko00480	Pame_10888.t1
K11140	ko00480	Pame_10904.t4
K11140	ko00480	Pame_11777.t1
K11140	ko00480	Pame_19280.t1
K11140	ko00480	Pame_19283.t1
K11140	ko00480	Pame_19285.t1
K11140	ko00480	Pame_21378.t1
K11140	ko00480	Pame_21381.t1
K11140	ko00480	Pame_21384.t1
K11140	ko01100	Pame_00449.t1
K11140	ko01100	Pame_00450.t1
K11140	ko01100	Pame_00452.t1
K11140	ko01100	Pame_00615.t1
K11140	ko01100	Pame_09901.t1
K11140	ko01100	Pame_10888.t1
K11140	ko01100	Pame_10904.t4
K11140	ko01100	Pame_11777.t1
K11140	ko01100	Pame_19280.t1
K11140	ko01100	Pame_19283.t1
K11140	ko01100	Pame_19285.t1
K11140	ko01100	Pame_21378.t1
K11140	ko01100	Pame_21381.t1
K11140	ko01100	Pame_21384.t1
K11140	ko00480	Pame_00449.t1
K11140	ko00480	Pame_00450.t1
K11140	ko00480	Pame_00452.t1
K11140	ko00480	Pame_00615.t1
K11140	ko00480	Pame_09901.t1
K11140	ko00480	Pame_10888.t1
K11140	ko00480	Pame_10904.t4
K11140	ko00480	Pame_11777.t1
K11140	ko00480	Pame_19280.t1
K11140	ko00480	Pame_19283.t1
K11140	ko00480	Pame_19285.t1
K11140	ko00480	Pame_21378.t1
K11140	ko00480	Pame_21381.t1
K11140	ko00480	Pame_21384.t1
K11140	ko01100	Pame_00449.t1
K11140	ko01100	Pame_00450.t1
K11140	ko01100	Pame_00452.t1
K11140	ko01100	Pame_00615.t1
K11140	ko01100	Pame_09901.t1
K11140	ko01100	Pame_10888.t1
K11140	ko01100	Pame_10904.t4
K11140	ko01100	Pame_11777.t1
K11140	ko01100	Pame_19280.t1
K11140	ko01100	Pame_19283.t1
K11140	ko01100	Pame_19285.t1
K11140	ko01100	Pame_21378.t1
K11140	ko01100	Pame_21381.t1
K11140	ko01100	Pame_21384.t1
K10106	ko00130	Pame_01208.t1
K10106	ko01100	Pame_01208.t1
K10106	ko01240	Pame_01208.t1
K10399	ko04814	Pame_01162.t1
K10399	ko04814	Pame_01163.t1
K10399	ko04814	Pame_07259.t2
K13811	ko00230	Pame_01125.t1
K13811	ko00450	Pame_01125.t1
K13811	ko00920	Pame_01125.t1
K13811	ko01100	Pame_01125.t1
K13811	ko01320	Pame_01125.t1
K01228	ko00510	Pame_13003.t1
K01228	ko01100	Pame_13003.t1
K01228	ko04141	Pame_13003.t1
K13240	ko00220	Pame_00399.t1
K13240	ko00330	Pame_00399.t1
K13240	ko01100	Pame_00399.t1
K13240	ko04081	Pame_00399.t1
K13240	ko04145	Pame_00399.t1
K10409	ko04814	Pame_00411.t1
K20131	ko04137	Pame_00392.t1
K14571	ko03008	Pame_00367.t1
K12627	ko03018	Pame_01129.t1
K12627	ko03040	Pame_01129.t1
K02921	ko03010	Pame_01270.t1
K01092	ko00562	Pame_00356.t1
K01092	ko00562	Pame_16383.t1
K01092	ko01100	Pame_00356.t1
K01092	ko01100	Pame_16383.t1
K01092	ko04070	Pame_00356.t1
K01092	ko04070	Pame_16383.t1
K15759	ko00920	Pame_04105.t1
K15759	ko01100	Pame_04105.t1
K15759	ko04070	Pame_04105.t1
K05853	ko04148	Pame_00351.t1
K01148	ko03018	Pame_00345.t1
K01148	ko03018	Pame_00346.t1
K01148	ko03018	Pame_08367.t1
K13348	ko04146	Pame_10671.t1
K13348	ko04146	Pame_12346.t1
K13348	ko04146	Pame_17468.t1
K13348	ko04146	Pame_19403.t1
K12852	ko03040	Pame_00980.t1
K02437	ko00260	Pame_00978.t1
K02437	ko00630	Pame_00978.t1
K02437	ko00670	Pame_00978.t1
K02437	ko00785	Pame_00978.t1
K02437	ko01100	Pame_00978.t1
K02437	ko01200	Pame_00978.t1
K10688	ko04120	Pame_04104.t2
K00791	ko01100	Pame_04098.t1
K00791	ko01100	Pame_04100.t2
K13249	ko04141	Pame_04109.t1
K23616	ko04330	Pame_04110.t1
K11142	ko00330	Pame_03873.t1
K11142	ko00330	Pame_04111.t1
K11142	ko00330	Pame_09680.t1
K11142	ko00330	Pame_10282.t1
K11142	ko00330	Pame_10284.t1
K11142	ko00330	Pame_10286.t1
K11142	ko00330	Pame_10287.t1
K11142	ko00330	Pame_13879.t1
K11142	ko00330	Pame_13880.t1
K11142	ko00480	Pame_03873.t1
K11142	ko00480	Pame_04111.t1
K11142	ko00480	Pame_09680.t1
K11142	ko00480	Pame_10282.t1
K11142	ko00480	Pame_10284.t1
K11142	ko00480	Pame_10286.t1
K11142	ko00480	Pame_10287.t1
K11142	ko00480	Pame_13879.t1
K11142	ko00480	Pame_13880.t1
K11142	ko01100	Pame_03873.t1
K11142	ko01100	Pame_04111.t1
K11142	ko01100	Pame_09680.t1
K11142	ko01100	Pame_10282.t1
K11142	ko01100	Pame_10284.t1
K11142	ko01100	Pame_10286.t1
K11142	ko01100	Pame_10287.t1
K11142	ko01100	Pame_13879.t1
K11142	ko01100	Pame_13880.t1
K05052	ko04080	Pame_00617.t1
K05052	ko04080	Pame_00618.t1
K05052	ko04080	Pame_00623.t1
K05052	ko04080	Pame_00624.t1
K05052	ko04080	Pame_00625.t1
K05052	ko04080	Pame_06716.t1
K14312	ko03013	Pame_04114.t1
K01875	ko00970	Pame_03350.t1
K01875	ko00970	Pame_04113.t1
K03283	ko03040	Pame_00369.t1
K03283	ko03040	Pame_04911.t1
K03283	ko03040	Pame_14748.t1
K03283	ko04141	Pame_00369.t1
K03283	ko04141	Pame_04911.t1
K03283	ko04141	Pame_14748.t1
K03283	ko04144	Pame_00369.t1
K03283	ko04144	Pame_04911.t1
K03283	ko04144	Pame_14748.t1
K03283	ko04213	Pame_00369.t1
K03283	ko04213	Pame_04911.t1
K03283	ko04213	Pame_14748.t1
K14397	ko03015	Pame_01158.t1
K16575	ko04814	Pame_13004.t1
K15015	ko04082	Pame_01061.t1
K15015	ko04082	Pame_15503.t1
K00844	ko00051	Pame_03963.t1
K00844	ko00051	Pame_13009.t1
K00844	ko00051	Pame_14024.t1
K00844	ko00052	Pame_03963.t1
K00844	ko00052	Pame_13009.t1
K00844	ko00052	Pame_14024.t1
K00844	ko00500	Pame_03963.t1
K00844	ko00500	Pame_13009.t1
K00844	ko00500	Pame_14024.t1
K00844	ko00520	Pame_03963.t1
K00844	ko00520	Pame_13009.t1
K00844	ko00520	Pame_14024.t1
K00844	ko01100	Pame_03963.t1
K00844	ko01100	Pame_13009.t1
K00844	ko01100	Pame_14024.t1
K00844	ko01200	Pame_03963.t1
K00844	ko01200	Pame_13009.t1
K00844	ko01200	Pame_14024.t1
K00844	ko01250	Pame_03963.t1
K00844	ko01250	Pame_13009.t1
K00844	ko01250	Pame_14024.t1
K12741	ko03040	Pame_00185.t1
K12741	ko03040	Pame_04992.t1
K12741	ko03040	Pame_05973.t1
K12741	ko03040	Pame_10451.t2
K00699	ko00040	Pame_00037.t1
K00699	ko00040	Pame_00278.t1
K00699	ko00040	Pame_04042.t1
K00699	ko00040	Pame_04150.t1
K00699	ko00040	Pame_04151.t1
K00699	ko00040	Pame_04152.t1
K00699	ko00040	Pame_04153.t1
K00699	ko00040	Pame_04154.t1
K00699	ko00040	Pame_04155.t1
K00699	ko00040	Pame_04156.t1
K00699	ko00040	Pame_04157.t1
K00699	ko00040	Pame_04158.t1
K00699	ko00040	Pame_04159.t1
K00699	ko00040	Pame_04160.t1
K00699	ko00040	Pame_04161.t1
K00699	ko00040	Pame_04162.t1
K00699	ko00040	Pame_04163.t1
K00699	ko00040	Pame_04164.t1
K00699	ko00040	Pame_04165.t1
K00699	ko00040	Pame_04166.t1
K00699	ko00040	Pame_04167.t2
K00699	ko00040	Pame_04168.t1
K00699	ko00040	Pame_04169.t1
K00699	ko00040	Pame_04203.t1
K00699	ko00040	Pame_04204.t1
K00699	ko00040	Pame_04277.t1
K00699	ko00040	Pame_04730.t1
K00699	ko00040	Pame_05725.t1
K00699	ko00040	Pame_05726.t1
K00699	ko00040	Pame_05728.t1
K00699	ko00040	Pame_05789.t1
K00699	ko00040	Pame_05860.t1
K00699	ko00040	Pame_05861.t1
K00699	ko00040	Pame_05862.t1
K00699	ko00040	Pame_05863.t1
K00699	ko00040	Pame_05864.t1
K00699	ko00040	Pame_05865.t1
K00699	ko00040	Pame_06872.t1
K00699	ko00040	Pame_07082.t1
K00699	ko00040	Pame_07083.t1
K00699	ko00040	Pame_07084.t1
K00699	ko00040	Pame_07085.t1
K00699	ko00040	Pame_07086.t1
K00699	ko00040	Pame_07087.t1
K00699	ko00040	Pame_07088.t1
K00699	ko00040	Pame_07089.t1
K00699	ko00040	Pame_07090.t1
K00699	ko00040	Pame_07091.t1
K00699	ko00040	Pame_07092.t1
K00699	ko00040	Pame_07093.t1
K00699	ko00040	Pame_07169.t1
K00699	ko00040	Pame_07305.t1
K00699	ko00040	Pame_07783.t1
K00699	ko00040	Pame_07784.t1
K00699	ko00040	Pame_08669.t2
K00699	ko00040	Pame_08670.t2
K00699	ko00040	Pame_09132.t1
K00699	ko00040	Pame_09154.t1
K00699	ko00040	Pame_10251.t1
K00699	ko00040	Pame_11321.t1
K00699	ko00040	Pame_11324.t1
K00699	ko00040	Pame_11327.t1
K00699	ko00040	Pame_11332.t1
K00699	ko00040	Pame_11333.t1
K00699	ko00040	Pame_11334.t1
K00699	ko00040	Pame_11335.t1
K00699	ko00040	Pame_11336.t1
K00699	ko00040	Pame_11337.t1
K00699	ko00040	Pame_11349.t1
K00699	ko00040	Pame_11350.t1
K00699	ko00040	Pame_11351.t1
K00699	ko00040	Pame_12174.t1
K00699	ko00040	Pame_15457.t1
K00699	ko00040	Pame_17057.t2
K00699	ko00040	Pame_17492.t1
K00699	ko00040	Pame_17493.t1
K00699	ko00040	Pame_17494.t2
K00699	ko00040	Pame_17495.t1
K00699	ko00040	Pame_17496.t2
K00699	ko00040	Pame_19547.t1
K00699	ko00040	Pame_20817.t1
K00699	ko00040	Pame_20873.t1
K00699	ko00040	Pame_20874.t1
K00699	ko00040	Pame_20875.t1
K00699	ko00040	Pame_20961.t1
K00699	ko00040	Pame_20962.t1
K00699	ko00040	Pame_20963.t1
K00699	ko00040	Pame_20965.t1
K00699	ko00040	Pame_20966.t1
K00699	ko00040	Pame_20967.t1
K00699	ko00040	Pame_20968.t1
K00699	ko00040	Pame_20970.t1
K00699	ko00040	Pame_20971.t1
K00699	ko00040	Pame_20972.t1
K00699	ko00040	Pame_21326.t1
K00699	ko00040	Pame_21327.t1
K00699	ko00040	Pame_21328.t1
K00699	ko00040	Pame_21329.t1
K00699	ko00053	Pame_00037.t1
K00699	ko00053	Pame_00278.t1
K00699	ko00053	Pame_04042.t1
K00699	ko00053	Pame_04150.t1
K00699	ko00053	Pame_04151.t1
K00699	ko00053	Pame_04152.t1
K00699	ko00053	Pame_04153.t1
K00699	ko00053	Pame_04154.t1
K00699	ko00053	Pame_04155.t1
K00699	ko00053	Pame_04156.t1
K00699	ko00053	Pame_04157.t1
K00699	ko00053	Pame_04158.t1
K00699	ko00053	Pame_04159.t1
K00699	ko00053	Pame_04160.t1
