protein	KO	pathway
OG0004229	K06265	ko05412
OG0004229	K06265	ko05414
OG0004229	K06265	ko05416
OG0004230	K12194	ko03250
OG0004230	K12194	ko03272
OG0004230	K12194	ko04144
OG0004230	K12194	ko04217
OG0004233	K14027	ko04141
OG0004234	K13355	ko04146
OG0004235	K08653	ko04141
OG0004236	K00002	ko00010
OG0004236	K00002	ko00040
OG0004236	K00002	ko00053
OG0004236	K00002	ko00561
OG0004236	K00002	ko00620
OG0004236	K00002	ko00930
OG0004236	K00002	ko01100
OG0004236	K00002	ko01110
OG0004236	K00002	ko01120
OG0004236	K00002	ko01220
OG0004236	K00002	ko01240
OG0004236	K00002	ko05208
OG0004238	K00237	ko00020
OG0004238	K00237	ko00190
OG0004238	K00237	ko01100
OG0004238	K00237	ko01110
OG0004238	K00237	ko01120
OG0004238	K00237	ko01200
OG0004238	K00237	ko04714
OG0004238	K00237	ko04932
OG0004238	K00237	ko05010
OG0004238	K00237	ko05012
OG0004238	K00237	ko05014
OG0004238	K00237	ko05016
OG0004238	K00237	ko05020
OG0004238	K00237	ko05022
OG0004238	K00237	ko05208
OG0004238	K00237	ko05415
OG0004242	K20703	ko04624
OG0004244	K14396	ko03015
OG0004244	K14396	ko05164
OG0004246	K05361	ko00480
OG0004246	K05361	ko00590
OG0004246	K05361	ko01100
OG0004246	K05361	ko04216
OG0004246	K00432	ko00480
OG0004246	K00432	ko01100
OG0004246	K00432	ko04918
OG0004246	K00432	ko05014
OG0004246	K00432	ko05016
OG0004246	K00432	ko05022
OG0004247	K03013	ko03020
OG0004247	K03013	ko03420
OG0004247	K03013	ko04623
OG0004247	K03013	ko05016
OG0004248	K19872	ko00515
OG0004248	K19872	ko01100
OG0004251	K06626	ko04110
OG0004251	K06626	ko04114
OG0004251	K06626	ko04115
OG0004251	K06626	ko04151
OG0004251	K06626	ko04218
OG0004251	K06626	ko04391
OG0004251	K06626	ko04934
OG0004251	K06626	ko05161
OG0004251	K06626	ko05162
OG0004251	K06626	ko05165
OG0004251	K06626	ko05166
OG0004251	K06626	ko05169
OG0004251	K06626	ko05200
OG0004251	K06626	ko05203
OG0004251	K06626	ko05206
OG0004251	K06626	ko05215
OG0004251	K06626	ko05222
OG0004251	K06626	ko05226
OG0004253	K23581	ko05206
OG0004256	K02145	ko00190
OG0004256	K02145	ko01100
OG0004256	K02145	ko04145
OG0004256	K02145	ko04150
OG0004256	K02145	ko04721
OG0004256	K02145	ko04966
OG0004256	K02145	ko05110
OG0004256	K02145	ko05120
OG0004256	K02145	ko05165
OG0004256	K02145	ko05323
OG0004257	K03348	ko04110
OG0004257	K03348	ko04111
OG0004257	K03348	ko04113
OG0004257	K03348	ko04114
OG0004257	K03348	ko04120
OG0004257	K03348	ko04914
OG0004257	K03348	ko05166
OG0004258	K01425	ko00220
OG0004258	K01425	ko00250
OG0004258	K01425	ko00470
OG0004258	K01425	ko01100
OG0004258	K01425	ko01110
OG0004258	K01425	ko02020
OG0004258	K01425	ko04724
OG0004258	K01425	ko04727
OG0004258	K01425	ko04964
OG0004258	K01425	ko05206
OG0004258	K01425	ko05230
OG0004260	K01275	ko04142
OG0004260	K01275	ko04210
OG0004262	K00232	ko00071
OG0004262	K00232	ko00410
OG0004262	K00232	ko00592
OG0004262	K00232	ko00640
OG0004262	K00232	ko01040
OG0004262	K00232	ko01100
OG0004262	K00232	ko01110
OG0004262	K00232	ko01200
OG0004262	K00232	ko01212
OG0004262	K00232	ko03320
OG0004262	K00232	ko04024
OG0004262	K00232	ko04146
OG0004262	K00232	ko04936
OG0004271	K12621	ko03018
OG0004271	K12621	ko03040
OG0004274	K00115	ko00030
OG0004274	K00115	ko01100
OG0004274	K00115	ko01110
OG0004277	K08272	ko04150
OG0004277	K08272	ko04152
OG0004278	K04730	ko04010
OG0004278	K04730	ko04064
OG0004278	K04730	ko04620
OG0004278	K04730	ko04624
OG0004278	K04730	ko04722
OG0004278	K04730	ko04936
OG0004278	K04730	ko05130
OG0004278	K04730	ko05132
OG0004278	K04730	ko05133
OG0004278	K04730	ko05135
OG0004278	K04730	ko05140
OG0004278	K04730	ko05142
OG0004278	K04730	ko05145
OG0004278	K04730	ko05152
OG0004278	K04730	ko05161
OG0004278	K04730	ko05162
OG0004278	K04730	ko05168
OG0004278	K04730	ko05169
OG0004278	K04730	ko05170
OG0004278	K04730	ko05171
OG0004278	K04730	ko05417
OG0004286	K13352	ko04146
OG0004287	K12876	ko03013
OG0004287	K12876	ko03015
OG0004287	K12876	ko03040
OG0004288	K03847	ko00510
OG0004288	K03847	ko00513
OG0004288	K03847	ko01100
OG0004289	K02270	ko00190
OG0004289	K02270	ko01100
OG0004289	K02270	ko04260
OG0004289	K02270	ko04714
OG0004289	K02270	ko04932
OG0004289	K02270	ko05010
OG0004289	K02270	ko05012
OG0004289	K02270	ko05014
OG0004289	K02270	ko05016
OG0004289	K02270	ko05020
OG0004289	K02270	ko05022
OG0004289	K02270	ko05208
OG0004289	K02270	ko05415
OG0004290	K19367	ko04144
OG0004296	K02606	ko04110
OG0004296	K02606	ko04111
OG0004296	K02606	ko04113
OG0004298	K06258	ko04512
OG0004300	K01084	ko00010
OG0004300	K01084	ko00052
OG0004300	K01084	ko00500
OG0004300	K01084	ko01100
OG0004300	K01084	ko01110
OG0004300	K01084	ko04068
OG0004300	K01084	ko04151
OG0004300	K01084	ko04152
OG0004300	K01084	ko04910
OG0004300	K01084	ko04920
OG0004300	K01084	ko04922
OG0004300	K01084	ko04931
OG0004300	K01084	ko04973
OG0004305	K23285	ko04148
OG0004309	K02266	ko00190
OG0004309	K02266	ko01100
OG0004309	K02266	ko04260
OG0004309	K02266	ko04714
OG0004309	K02266	ko04932
OG0004309	K02266	ko05010
OG0004309	K02266	ko05012
OG0004309	K02266	ko05014
OG0004309	K02266	ko05016
OG0004309	K02266	ko05020
OG0004309	K02266	ko05022
OG0004309	K02266	ko05208
OG0004309	K02266	ko05415
OG0004312	K04508	ko04013
OG0004312	K04508	ko04310
OG0004314	K10744	ko03030
OG0004315	K01968	ko00280
OG0004315	K01968	ko01100
OG0004316	K20399	ko04150
OG0004317	K07763	ko04668
OG0004317	K07763	ko04912
OG0004317	K07763	ko04928
OG0004318	K00778	ko00510
OG0004318	K00778	ko00514
OG0004318	K00778	ko01100
OG0004319	K12380	ko04013
OG0004319	K12380	ko04014
OG0004320	K10755	ko03030
OG0004320	K10755	ko03410
OG0004320	K10755	ko03420
OG0004320	K10755	ko03430
OG0004322	K00323	ko00760
OG0004322	K00323	ko01100
OG0004322	K00325	ko00760
OG0004322	K00325	ko01100
OG0004322	K00324	ko00760
OG0004322	K00324	ko01100
OG0004323	K00031	ko00020
OG0004323	K00031	ko00480
OG0004323	K00031	ko00720
OG0004323	K00031	ko01100
OG0004323	K00031	ko01110
OG0004323	K00031	ko01120
OG0004323	K00031	ko01200
OG0004323	K00031	ko01210
OG0004323	K00031	ko01230
OG0004323	K00031	ko04146
OG0004323	K00031	ko05230
OG0004324	K04506	ko04013
OG0004324	K04506	ko04115
OG0004324	K04506	ko04120
OG0004324	K04506	ko04137
OG0004324	K04506	ko04310
OG0004325	K04949	ko04024
OG0004325	K04949	ko04740
OG0004327	K07201	ko04068
OG0004327	K07201	ko04152
OG0004327	K07201	ko04211
OG0004327	K07201	ko04213
OG0004327	K07201	ko04218
OG0004327	K07201	ko04910
OG0004327	K07201	ko04919
OG0004327	K07201	ko04922
OG0004327	K07201	ko04931
OG0004327	K07201	ko04933
OG0004327	K07201	ko04936
OG0004327	K07201	ko05131
OG0004327	K07201	ko05165
OG0004327	K07201	ko05200
OG0004327	K07201	ko05202
OG0004327	K07201	ko05215
OG0004328	K01581	ko00330
OG0004328	K01581	ko00480
OG0004328	K01581	ko01100
OG0004328	K01581	ko01110
OG0004328	K01581	ko04148
OG0004328	K12668	ko00510
OG0004328	K12668	ko00513
OG0004328	K12668	ko01100
OG0004328	K12668	ko04141
OG0004329	K16311	ko04922
OG0004333	K03063	ko03050
OG0004333	K03063	ko05010
OG0004333	K03063	ko05012
OG0004333	K03063	ko05014
OG0004333	K03063	ko05016
OG0004333	K03063	ko05017
OG0004333	K03063	ko05020
OG0004333	K03063	ko05022
OG0004333	K03063	ko05169
OG0004334	K01363	ko04140
OG0004334	K01363	ko04142
OG0004334	K01363	ko04210
OG0004334	K01363	ko04612
OG0004334	K01363	ko04621
OG0004334	K01363	ko04924
OG0004336	K03386	ko04214
OG0004338	K13675	ko00514
OG0004339	K11519	ko04141
OG0004339	K11519	ko05014
OG0004339	K11519	ko05022
OG0004340	K03965	ko00190
OG0004340	K03965	ko01100
OG0004340	K03965	ko04714
OG0004340	K03965	ko04723
OG0004340	K03965	ko04932
OG0004340	K03965	ko05010
OG0004340	K03965	ko05012
OG0004340	K03965	ko05014
OG0004340	K03965	ko05016
OG0004340	K03965	ko05020
OG0004340	K03965	ko05022
OG0004340	K03965	ko05208
OG0004340	K03965	ko05415
OG0004342	K10049	ko05152
OG0004343	K04632	ko01522
OG0004343	K04632	ko04015
OG0004343	K04632	ko04020
OG0004343	K04632	ko04024
OG0004343	K04632	ko04072
OG0004343	K04632	ko04081
OG0004343	K04632	ko04261
OG0004343	K04632	ko04270
OG0004343	K04632	ko04361
OG0004343	K04632	ko04540
OG0004343	K04632	ko04611
OG0004343	K04632	ko04713
OG0004343	K04632	ko04714
OG0004343	K04632	ko04724
OG0004343	K04632	ko04726
OG0004343	K04632	ko04728
OG0004343	K04632	ko04730
OG0004343	K04632	ko04750
OG0004343	K04632	ko04911
OG0004343	K04632	ko04912
OG0004343	K04632	ko04913
OG0004343	K04632	ko04915
OG0004343	K04632	ko04916
OG0004343	K04632	ko04918
OG0004343	K04632	ko04921
OG0004343	K04632	ko04922
OG0004343	K04632	ko04923
OG0004343	K04632	ko04924
OG0004343	K04632	ko04925
OG0004343	K04632	ko04926
OG0004343	K04632	ko04927
OG0004343	K04632	ko04928
OG0004343	K04632	ko04934
OG0004343	K04632	ko04935
OG0004343	K04632	ko04961
OG0004343	K04632	ko04962
OG0004343	K04632	ko04970
OG0004343	K04632	ko04971
OG0004343	K04632	ko04972
OG0004343	K04632	ko04976
OG0004343	K04632	ko05012
OG0004343	K04632	ko05030
OG0004343	K04632	ko05031
OG0004343	K04632	ko05032
OG0004343	K04632	ko05034
OG0004343	K04632	ko05110
OG0004343	K04632	ko05142
OG0004343	K04632	ko05146
OG0004343	K04632	ko05163
OG0004343	K04632	ko05165
OG0004343	K04632	ko05200
OG0004343	K04632	ko05207
OG0004343	K04632	ko05414
OG0004348	K05357	ko00130
OG0004348	K05357	ko01100
OG0004348	K05357	ko01110
OG0004348	K05357	ko01240
OG0004353	K01183	ko00520
OG0004353	K01183	ko01100
OG0004354	K14439	ko04550
OG0004357	K20184	ko04138
OG0004357	K20184	ko04140
OG0004357	K20184	ko04148
OG0004357	K20184	ko05132
OG0004358	K14410	ko00740
OG0004358	K14410	ko01100
OG0004358	K14410	ko04142
OG0004360	K14399	ko03015
OG0004361	K03870	ko04066
OG0004361	K03870	ko04120
OG0004361	K03870	ko05200
OG0004361	K03870	ko05211
OG0004362	K00294	ko00250
OG0004362	K00294	ko00330
OG0004362	K00294	ko01100
OG0004363	K11459	ko03083
OG0004363	K11459	ko04550
OG0004363	K11459	ko05202
OG0004363	K11459	ko05206
OG0004365	K00747	ko00532
OG0004365	K00747	ko01100
OG0004369	K18529	ko04013
OG0004369	K18529	ko04014
OG0004371	K01755	ko00220
OG0004371	K01755	ko00250
OG0004371	K01755	ko01100
OG0004371	K01755	ko01110
OG0004371	K01755	ko01230
OG0004372	K20254	ko03320
OG0004375	K01446	ko04624
OG0004376	K04403	ko04010
OG0004376	K04403	ko04064
OG0004376	K04403	ko04380
OG0004376	K04403	ko04620
OG0004376	K04403	ko04621
OG0004376	K04403	ko04668
OG0004376	K04403	ko04936
OG0004376	K04403	ko05130
OG0004376	K04403	ko05131
OG0004376	K04403	ko05132
OG0004376	K04403	ko05135
OG0004376	K04403	ko05140
OG0004376	K04403	ko05145
OG0004376	K04403	ko05161
OG0004376	K04403	ko05168
OG0004376	K04403	ko05169
OG0004376	K04403	ko05170
OG0004376	K04403	ko05417
OG0004378	K10660	ko04137
OG0004381	K21774	ko04218
OG0004382	K10756	ko03030
OG0004382	K10756	ko03410
OG0004382	K10756	ko03420
OG0004382	K10756	ko03430
OG0004383	K04557	ko05012
OG0004383	K04557	ko05022
OG0004384	K22387	ko00565
OG0004384	K22387	ko01100
OG0004392	K00006	ko00564
OG0004392	K00006	ko01110
OG0004392	K00006	ko04011
OG0004399	K04534	ko04015
OG0004399	K04534	ko04081
OG0004399	K04534	ko04361
OG0004399	K04534	ko04713
OG0004399	K04534	ko04723
OG0004399	K04534	ko04724
OG0004399	K04534	ko04725
OG0004399	K04534	ko04726
OG0004399	K04534	ko04727
OG0004399	K04534	ko04728
OG0004399	K04534	ko04730
OG0004399	K04534	ko04915
OG0004399	K04534	ko04916
OG0004399	K04534	ko04921
OG0004399	K04534	ko04926
OG0004399	K04534	ko05032
OG0004399	K04534	ko05034
OG0004399	K04534	ko05142
OG0004399	K04534	ko05145
OG0004399	K04534	ko05163
OG0004399	K04534	ko05170
OG0004402	K10636	ko04137
OG0004402	K10636	ko04141
OG0004403	K12668	ko00510
OG0004403	K12668	ko00513
OG0004403	K12668	ko01100
OG0004403	K12668	ko04141
OG0004409	K14012	ko04141
OG0004410	K07178	ko03008
OG0004413	K16329	ko00240
OG0004413	K16329	ko01100
OG0004415	K02295	ko04710
OG0004419	K07378	ko04514
OG0004422	K07151	ko00510
OG0004422	K07151	ko00513
OG0004422	K07151	ko01100
OG0004422	K07151	ko04141
OG0004423	K06842	ko04360
OG0004426	K04667	ko04060
OG0004426	K04667	ko04350
OG0004426	K04667	ko04550
OG0004428	K14939	ko00981
OG0004429	K02353	ko04150
OG0004429	K02353	ko04310
OG0004429	K02353	ko04330
OG0004429	K02353	ko04390
OG0004429	K02353	ko04550
OG0004429	K02353	ko04916
OG0004429	K02353	ko04934
OG0004429	K02353	ko05010
OG0004429	K02353	ko05022
OG0004429	K02353	ko05165
OG0004429	K02353	ko05200
OG0004429	K02353	ko05217
OG0004429	K02353	ko05224
OG0004429	K02353	ko05225
OG0004429	K02353	ko05226
OG0004430	K00797	ko00270
OG0004430	K00797	ko00330
OG0004430	K00797	ko00480
OG0004430	K00797	ko01100
OG0004430	K00797	ko01110
OG0004431	K23600	ko03015
OG0004431	K23600	ko05014
OG0004431	K23600	ko05022
OG0004432	K12852	ko03040
OG0004433	K14827	ko03083
OG0004434	K11459	ko03083
OG0004434	K11459	ko04550
OG0004434	K11459	ko05202
OG0004434	K11459	ko05206
OG0004437	K12881	ko03013
OG0004437	K12881	ko03015
OG0004437	K12881	ko03040
OG0004437	K12881	ko05014
OG0004437	K12881	ko05168
OG0004438	K11214	ko00030
OG0004438	K11214	ko01100
OG0004441	K01488	ko00230
OG0004441	K01488	ko01100
OG0004441	K01488	ko01232
OG0004441	K01488	ko05340
OG0004443	K05725	ko01522
OG0004443	K05725	ko04012
OG0004443	K05725	ko04062
OG0004443	K05725	ko04148
OG0004443	K05725	ko04151
OG0004443	K05725	ko04360
OG0004443	K05725	ko04370
OG0004443	K05725	ko04510
OG0004443	K05725	ko04670
OG0004443	K05725	ko04810
OG0004443	K05725	ko04935
OG0004443	K05725	ko05100
OG0004443	K05725	ko05131
OG0004443	K05725	ko05135
OG0004443	K05725	ko05146
OG0004443	K05725	ko05163
OG0004443	K05725	ko05165
OG0004443	K05725	ko05170
OG0004443	K05725	ko05200
OG0004443	K05725	ko05202
OG0004443	K05725	ko05205
OG0004443	K05725	ko05208
OG0004443	K05725	ko05222
OG0004443	K05725	ko05417
OG0004443	K05725	ko05418
OG0004447	K11140	ko00480
OG0004447	K11140	ko01100
OG0004447	K11140	ko04614
OG0004447	K11140	ko04640
OG0004450	K13963	ko05146
OG0004461	K00657	ko00330
OG0004461	K00657	ko01100
OG0004461	K00657	ko04216
OG0004464	K04409	ko04010
OG0004464	K04409	ko04011
OG0004464	K04409	ko04012
OG0004464	K04409	ko04014
OG0004464	K04409	ko04024
OG0004464	K04409	ko04062
OG0004464	K04409	ko04360
OG0004464	K04409	ko04392
OG0004464	K04409	ko04510
OG0004464	K04409	ko04625
OG0004464	K04409	ko04650
OG0004464	K04409	ko04660
OG0004464	K04409	ko04666
OG0004464	K04409	ko04810
OG0004464	K04409	ko05120
OG0004464	K04409	ko05130
OG0004464	K04409	ko05132
OG0004464	K04409	ko05170
OG0004464	K04409	ko05205
OG0004464	K04409	ko05211
OG0004465	K16185	ko04140
OG0004465	K16185	ko04150
OG0004465	K16185	ko05131
OG0004466	K26934	ko04148
OG0004467	K00164	ko00020
OG0004467	K00164	ko00785
OG0004467	K00164	ko01100
OG0004467	K00164	ko01110
OG0004467	K00164	ko01120
OG0004467	K00164	ko01200
OG0004467	K00164	ko01210
OG0004469	K06560	ko04145
OG0004469	K06560	ko05152
OG0004470	K02514	ko00534
OG0004473	K02917	ko03010
OG0004473	K02917	ko05171
OG0004478	K15363	ko03460
OG0004480	K10356	ko04814
OG0004480	K10356	ko05130
OG0004481	K01435	ko00780
OG0004481	K01435	ko01100
OG0004481	K01435	ko04977
OG0004482	K02895	ko03010
OG0004483	K12373	ko00511
OG0004483	K12373	ko00513
OG0004483	K12373	ko00520
OG0004483	K12373	ko00531
OG0004483	K12373	ko00600
OG0004483	K12373	ko00603
OG0004483	K12373	ko00604
OG0004483	K12373	ko01100
OG0004483	K12373	ko04142
OG0004484	K19603	ko04657
OG0004487	K13344	ko04146
OG0004489	K03237	ko04137
OG0004489	K03237	ko04138
OG0004489	K03237	ko04140
OG0004489	K03237	ko04141
OG0004489	K03237	ko04210
OG0004489	K03237	ko04932
OG0004489	K03237	ko05010
OG0004489	K03237	ko05012
OG0004489	K03237	ko05014
OG0004489	K03237	ko05020
OG0004489	K03237	ko05022
OG0004489	K03237	ko05160
OG0004489	K03237	ko05162
OG0004489	K03237	ko05164
OG0004489	K03237	ko05168
OG0004489	K03237	ko05417
OG0004491	K02993	ko03010
OG0004491	K02993	ko05171
OG0004491	K02265	ko00190
OG0004491	K02265	ko01100
OG0004491	K02265	ko04260
OG0004491	K02265	ko04714
OG0004491	K02265	ko04932
OG0004491	K02265	ko05010
OG0004491	K02265	ko05012
OG0004491	K02265	ko05014
OG0004491	K02265	ko05016
OG0004491	K02265	ko05020
OG0004491	K02265	ko05022
OG0004491	K02265	ko05208
OG0004491	K02265	ko05415
OG0004492	K12587	ko03018
OG0004494	K11268	ko04110
OG0004499	K01889	ko00970
OG0004500	K01784	ko00052
OG0004500	K01784	ko00520
OG0004500	K01784	ko01100
OG0004500	K01784	ko01250
OG0004503	K05038	ko04721
OG0004504	K07759	ko03410
OG0004506	K19054	ko00860
OG0004507	K12383	ko00600
OG0004507	K12383	ko04142
OG0004512	K04491	ko04310
OG0004512	K04491	ko04390
OG0004512	K04491	ko04520
OG0004512	K04491	ko04916
OG0004512	K04491	ko04934
OG0004512	K04491	ko04936
OG0004512	K04491	ko05132
OG0004512	K04491	ko05165
OG0004512	K04491	ko05167
OG0004512	K04491	ko05200
OG0004512	K04491	ko05210
OG0004512	K04491	ko05213
OG0004512	K04491	ko05215
OG0004512	K04491	ko05216
OG0004512	K04491	ko05217
OG0004512	K04491	ko05221
OG0004512	K04491	ko05224
OG0004512	K04491	ko05225
OG0004512	K04491	ko05226
OG0004512	K04491	ko05412
OG0004516	K17794	ko04212
OG0004518	K09293	ko04918
OG0004518	K09293	ko05200
OG0004518	K09293	ko05202
OG0004518	K09293	ko05216
OG0004519	K10532	ko00531
OG0004519	K10532	ko01100
OG0004519	K10532	ko04142
OG0004520	K04397	ko04148
OG0004520	K04397	ko04210
OG0004520	K04397	ko04214
OG0004520	K04397	ko04215
OG0004520	K04397	ko04623
OG0004520	K04397	ko04668
OG0004520	K04397	ko04932
OG0004520	K04397	ko05010
OG0004520	K04397	ko05022
OG0004520	K04397	ko05130
OG0004520	K04397	ko05132
OG0004520	K04397	ko05133
OG0004520	K04397	ko05134
OG0004520	K04397	ko05200
OG0004520	K04397	ko05417
OG0004528	K11205	ko00270
OG0004528	K11205	ko00480
OG0004528	K11205	ko01100
OG0004528	K11205	ko01240
OG0004528	K11205	ko04216
OG0004535	K01278	ko03272
OG0004535	K01278	ko04974
OG0004537	K05673	ko01523
OG0004537	K05673	ko02010
OG0004537	K05673	ko04024
OG0004537	K05673	ko04976
OG0004537	K05673	ko04981
OG0004541	K06082	ko04015
OG0004541	K06082	ko04520
OG0004543	K11583	ko03015
OG0004543	K11583	ko04071
OG0004543	K11583	ko04151
OG0004543	K11583	ko04152
OG0004543	K11583	ko04261
OG0004543	K11583	ko04660
OG0004543	K11583	ko04728
OG0004543	K11583	ko05165
OG0004545	K01900	ko00020
OG0004545	K01900	ko00640
OG0004545	K01900	ko01100
OG0004545	K01900	ko01110
OG0004545	K01900	ko01120
OG0004545	K01900	ko01200
OG0004548	K04392	ko04010
OG0004548	K04392	ko04013
OG0004548	K04392	ko04014
OG0004548	K04392	ko04015
OG0004548	K04392	ko04024
OG0004548	K04392	ko04062
OG0004548	K04392	ko04071
OG0004548	K04392	ko04145
OG0004548	K04392	ko04148
OG0004548	K04392	ko04151
OG0004548	K04392	ko04310
OG0004548	K04392	ko04360
OG0004548	K04392	ko04361
OG0004548	K04392	ko04370
OG0004548	K04392	ko04380
OG0004548	K04392	ko04510
OG0004548	K04392	ko04520
OG0004548	K04392	ko04530
OG0004548	K04392	ko04613
OG0004548	K04392	ko04620
OG0004548	K04392	ko04650
OG0004548	K04392	ko04662
OG0004548	K04392	ko04664
OG0004548	K04392	ko04666
OG0004548	K04392	ko04670
OG0004548	K04392	ko04722
OG0004548	K04392	ko04810
OG0004548	K04392	ko04932
OG0004548	K04392	ko04933
OG0004548	K04392	ko04972
OG0004548	K04392	ko05014
OG0004548	K04392	ko05020
OG0004548	K04392	ko05022
OG0004548	K04392	ko05100
OG0004548	K04392	ko05120
OG0004548	K04392	ko05130
OG0004548	K04392	ko05131
OG0004548	K04392	ko05132
OG0004548	K04392	ko05135
OG0004548	K04392	ko05163
OG0004548	K04392	ko05167
OG0004548	K04392	ko05169
OG0004548	K04392	ko05170
OG0004548	K04392	ko05200
OG0004548	K04392	ko05203
OG0004548	K04392	ko05205
OG0004548	K04392	ko05208
OG0004548	K04392	ko05210
OG0004548	K04392	ko05211
OG0004548	K04392	ko05212
OG0004548	K04392	ko05231
OG0004548	K04392	ko05415
OG0004548	K04392	ko05416
OG0004548	K04392	ko05417
OG0004548	K04392	ko05418
OG0004549	K12321	ko00230
OG0004549	K12321	ko01100
OG0004549	K12321	ko04740
OG0004549	K12321	ko04744
OG0004550	K09183	ko04022
OG0004550	K09183	ko04218
OG0004550	K09183	ko04530
OG0004550	K09183	ko04919
OG0004551	K09183	ko04022
OG0004551	K09183	ko04218
OG0004551	K09183	ko04530
OG0004551	K09183	ko04919
OG0004553	K01070	ko00680
OG0004553	K01070	ko01100
OG0004553	K01070	ko01120
OG0004553	K01070	ko01200
OG0004554	K03946	ko00190
OG0004554	K03946	ko01100
OG0004554	K03946	ko04714
OG0004554	K03946	ko04723
OG0004554	K03946	ko04932
OG0004554	K03946	ko05010
OG0004554	K03946	ko05012
OG0004554	K03946	ko05014
OG0004554	K03946	ko05016
OG0004554	K03946	ko05020
OG0004554	K03946	ko05022
OG0004554	K03946	ko05208
OG0004554	K03946	ko05415
OG0004561	K20282	ko05132
OG0004564	K02942	ko03010
OG0004564	K02942	ko05171
OG0004565	K02954	ko03010
OG0004566	K03231	ko03013
OG0004566	K03231	ko05134
OG0004566	K03231	ko05140
OG0004567	K04506	ko04013
OG0004567	K04506	ko04115
OG0004567	K04506	ko04120
OG0004567	K04506	ko04137
OG0004567	K04506	ko04310
OG0004568	K04506	ko04013
OG0004568	K04506	ko04115
OG0004568	K04506	ko04120
OG0004568	K04506	ko04137
OG0004568	K04506	ko04310
OG0004571	K10847	ko01524
OG0004571	K10847	ko03420
OG0004572	K04526	ko04010
OG0004572	K04526	ko04014
OG0004572	K04526	ko04015
OG0004572	K04526	ko04022
OG0004572	K04526	ko04066
OG0004572	K04526	ko04068
OG0004572	K04526	ko04072
OG0004572	K04526	ko04081
OG0004572	K04526	ko04114
OG0004572	K04526	ko04140
OG0004572	K04526	ko04150
OG0004572	K04526	ko04151
OG0004572	K04526	ko04152
OG0004572	K04526	ko04211
OG0004572	K04526	ko04213
OG0004572	K04526	ko04810
OG0004572	K04526	ko04910
OG0004572	K04526	ko04911
OG0004572	K04526	ko04913
OG0004572	K04526	ko04914
OG0004572	K04526	ko04917
OG0004572	K04526	ko04923
OG0004572	K04526	ko04930
OG0004572	K04526	ko04931
OG0004572	K04526	ko04932
OG0004572	K04526	ko04940
OG0004572	K04526	ko04950
OG0004572	K04526	ko04960
OG0004572	K04526	ko05010
OG0004572	K04526	ko05215
OG0004572	K04526	ko05415
OG0004573	K05290	ko00563
OG0004573	K05290	ko01100
OG0004574	K10842	ko03022
OG0004574	K10842	ko03420
OG0004575	K00182	ko04150
OG0004575	K00182	ko04310
OG0004575	K00182	ko04390
OG0004575	K00182	ko04550
OG0004575	K00182	ko04916
OG0004575	K00182	ko04934
OG0004575	K00182	ko05010
OG0004575	K00182	ko05022
OG0004575	K00182	ko05165
OG0004575	K00182	ko05200
OG0004575	K00182	ko05205
OG0004575	K00182	ko05217
OG0004575	K00182	ko05224
OG0004575	K00182	ko05225
OG0004575	K00182	ko05226
OG0004584	K12184	ko04144
OG0004585	K00968	ko00440
OG0004585	K00968	ko00564
OG0004585	K00968	ko01100
OG0004585	K00968	ko05231
OG0004589	K10980	ko03450
OG0004590	K05751	ko04810
OG0004593	K04799	ko03030
OG0004593	K04799	ko03410
OG0004593	K04799	ko03450
