gene	KO
Pame_01874.t2	K25790
Pame_01875.t1	K05755
Pame_01876.t1	K16608
Pame_01878.t1	K08838
Pame_01879.t1	K16618
Pame_01880.t1	K20656
Pame_01881.t1	K03247
Pame_01882.t1	K22366
Pame_01883.t1	K22366
Pame_01885.t1	K01217
Pame_01886.t1	K13151
Pame_01891.t1	K24428
Pame_01893.t1	K10799
Pame_01893.t1	K06867
Pame_01894.t1	K15110
Pame_01895.t1	K14296
Pame_01896.t1	K15110
Pame_01897.t1	K14296
Pame_01898.t1	K05734
Pame_01899.t1	K16576
Pame_01900.t1	K26098
Pame_01901.t1	K01511
Pame_01902.t1	K17430
Pame_01903.t1	K03233
Pame_01904.t1	K17603
Pame_01905.t1	K09407
Pame_01907.t1	K20020
Pame_01908.t1	K25701
Pame_01909.t1	K19511
Pame_01909.t1	K12843
Pame_01912.t1	K12259
Pame_01915.t1	K12259
Pame_01916.t1	K08460
Pame_01917.t1	K08460
Pame_01920.t1	K25720
Pame_01921.t1	K22792
Pame_01922.t1	K13443
Pame_01924.t2	K17498
Pame_01925.t1	K23205
Pame_01927.t1	K17498
Pame_01928.t1	K08706
Pame_01931.t1	K23222
Pame_01936.t1	K08706
Pame_01938.t1	K03440
Pame_01941.t1	K10520
Pame_01942.t1	K07916
Pame_01947.t1	K13443
Pame_01957.t1	K04860
Pame_01958.t2	K04860
Pame_01959.t1	K04860
Pame_01964.t1	K23222
Pame_01966.t1	K04095
Pame_01968.t1	K15710
Pame_01969.t1	K15710
Pame_01970.t1	K15710
Pame_01972.t1	K00658
Pame_01986.t1	K20211
Pame_01988.t1	K26537
Pame_01989.t1	K18966
Pame_01989.t1	K01580
Pame_01997.t3	K03955
Pame_01997.t3	K02078
Pame_01998.t1	K27045
Pame_02000.t2	K15108
Pame_02001.t1	K12834
Pame_02003.t1	K26544
Pame_02004.t1	K03515
Pame_02005.t1	K01951
Pame_02006.t1	K14347
Pame_02007.t1	K13885
Pame_02008.t1	K09008
Pame_02009.t1	K11833
Pame_02012.t1	K19907
Pame_02014.t1	K17818
Pame_02015.t2	K21616
Pame_02016.t1	K17818
Pame_02020.t3	K27896
Pame_02022.t1	K03061
Pame_02023.t1	K24827
Pame_02024.t1	K15076
Pame_02028.t1	K06753
Pame_02029.t2	K06754
Pame_02030.t1	K03039
Pame_02032.t1	K01099
Pame_02034.t1	K13155
Pame_02035.t1	K24047
Pame_02037.t2	K04577
Pame_02043.t1	K17543
Pame_02044.t1	K08451
Pame_02045.t1	K08451
Pame_02046.t1	K08451
Pame_02047.t1	K08033
Pame_02048.t1	K23167
Pame_02049.t1	K07858
Pame_02050.t1	K07858
Pame_02051.t1	K09871
Pame_02052.t1	K24891
Pame_02053.t1	K19531
Pame_02054.t1	K14320
Pame_02055.t1	K10314
Pame_02056.t1	K15200
Pame_02058.t2	K09228
Pame_02059.t1	K09228
Pame_02060.t1	K09228
Pame_02065.t1	K17563
Pame_02066.t3	K12311
Pame_02067.t1	K07376
Pame_02072.t1	K05605
Pame_02074.t1	K13885
Pame_02078.t2	K05643
Pame_02080.t1	K03130
Pame_02081.t1	K27568
Pame_02082.t1	K05668
Pame_02083.t1	K23354
Pame_02086.t4	K03440
Pame_02087.t1	K24838
Pame_02090.t1	K23970
Pame_02093.t1	K20359
Pame_02095.t1	K10849
Pame_02096.t1	K01052
Pame_02098.t1	K20298
Pame_02099.t1	K19514
Pame_02100.t1	K04914
Pame_02101.t1	K04914
Pame_02103.t1	K08660
Pame_02104.t1	K11835
Pame_02106.t1	K09292
Pame_02107.t1	K02981
Pame_02108.t1	K03020
Pame_02110.t1	K00128
Pame_02111.t2	K20641
Pame_02112.t1	K23437
Pame_02115.t1	K20279
Pame_02117.t1	K01785
Pame_02119.t1	K01785
Pame_02120.t1	K01785
Pame_02121.t1	K14156
Pame_02122.t1	K17607
Pame_02123.t1	K10085
Pame_02124.t1	K15630
Pame_02125.t3	K08815
Pame_02126.t1	K08204
Pame_02127.t1	K23293
Pame_02128.t1	K13513
Pame_02129.t1	K07583
Pame_02132.t1	K27310
Pame_02133.t1	K16679
Pame_02137.t2	K13619
Pame_02139.t1	K25450
Pame_02141.t1	K20826
Pame_02144.t1	K07488
Pame_02145.t1	K10606
Pame_02145.t1	K16605
Pame_02146.t1	K10753
Pame_02148.t1	K14961
Pame_02149.t1	K11518
Pame_02151.t1	K12778
Pame_02152.t2	K01613
Pame_02154.t1	K00939
Pame_02157.t1	K14715
Pame_02158.t1	K09201
Pame_02159.t1	K14589
Pame_02160.t1	K06171
Pame_02161.t1	K15102
Pame_02165.t1	K09666
Pame_02166.t1	K00803
Pame_02168.t1	K08665
Pame_02172.t1	K17256
Pame_02174.t1	K13443
Pame_02176.t1	K03035
Pame_02177.t1	K09561
Pame_02185.t1	K06632
Pame_02187.t1	K27896
Pame_02189.t1	K09441
Pame_02190.t1	K09441
Pame_02191.t1	K13192
Pame_02192.t1	K09258
Pame_02193.t1	K13885
Pame_02195.t1	K13885
Pame_02196.t1	K13885
Pame_02198.t1	K03935
Pame_02198.t1	K00333
Pame_02199.t1	K03017
Pame_02200.t1	K20819
Pame_02202.t1	K19499
Pame_02205.t1	K19023
Pame_02206.t1	K14408
Pame_02207.t1	K27410
Pame_02209.t1	K11262
Pame_02214.t1	K06694
Pame_02215.t1	K15118
Pame_02216.t1	K24298
Pame_02217.t1	K24478
Pame_02220.t1	K03935
Pame_02220.t1	K00333
Pame_02221.t1	K25401
Pame_02222.t1	K03251
Pame_02223.t1	K01620
Pame_02224.t1	K10352
Pame_02225.t2	K10581
Pame_02226.t1	K04405
Pame_02227.t1	K03593
Pame_02228.t1	K19685
Pame_02229.t1	K04701
Pame_02230.t1	K09427
Pame_02232.t1	K00683
Pame_02233.t1	K21749
Pame_02234.t1	K17922
Pame_02235.t1	K19672
Pame_02236.t1	K10361
Pame_02237.t2	K10361
Pame_02238.t1	K10361
Pame_02249.t1	K01756
Pame_02252.t1	K03240
Pame_02253.t1	K08811
Pame_02258.t1	K08810
Pame_02259.t1	K01692
Pame_02260.t1	K01692
Pame_02262.t1	K01988
Pame_02265.t1	K05673
Pame_02273.t1	K21894
Pame_02274.t1	K21894
Pame_02275.t1	K21894
Pame_02276.t1	K12383
Pame_02277.t1	K12383
Pame_02278.t1	K12383
Pame_02279.t1	K12383
Pame_02281.t1	K12383
Pame_02282.t1	K12383
Pame_02283.t1	K12383
Pame_02285.t1	K02923
Pame_02290.t1	K03098
Pame_02293.t1	K00128
Pame_02294.t1	K02580
Pame_02296.t1	K13247
Pame_02297.t1	K02896
Pame_02298.t1	K22867
Pame_02299.t1	K24637
Pame_02300.t1	K07953
Pame_02302.t1	K03958
Pame_02304.t1	K07855
Pame_02306.t1	K01769
Pame_02308.t1	K12381
Pame_02310.t1	K00849
Pame_02313.t1	K14708
Pame_02314.t1	K14708
Pame_02316.t1	K14708
Pame_02317.t1	K14708
Pame_02318.t1	K08193
Pame_02319.t1	K00995
Pame_02320.t1	K19347
Pame_02321.t1	K03107
Pame_02322.t1	K20278
Pame_02323.t1	K11838
Pame_02324.t1	K00600
Pame_02325.t1	K23387
Pame_02326.t2	K19749
Pame_02328.t1	K09228
Pame_02329.t1	K09228
Pame_02329.t1	K09191
Pame_02330.t1	K13421
Pame_02330.t1	K00762
Pame_02332.t1	K05692
Pame_02336.t1	K03968
Pame_02337.t1	K01001
Pame_02338.t1	K00737
Pame_02339.t1	K01001
Pame_02340.t1	K09654
Pame_02341.t1	K04803
Pame_02342.t1	K18259
Pame_02343.t1	K04662
Pame_02345.t1	K11971
Pame_02346.t1	K14302
Pame_02347.t1	K02892
Pame_02348.t1	K00857
Pame_02349.t2	K11366
Pame_02353.t1	K02084
Pame_02354.t1	K19511
Pame_02355.t1	K02519
Pame_02356.t1	K08193
Pame_02356.t1	K12301
Pame_02358.t1	K04678
Pame_02360.t1	K14459
Pame_02361.t2	K10841
Pame_02362.t1	K07808
Pame_02364.t1	K14775
Pame_02365.t1	K15326
Pame_02366.t1	K00901
Pame_02367.t1	K00901
Pame_02368.t1	K04432
Pame_02369.t3	K25291
Pame_02370.t1	K03239
Pame_02371.t1	K02607
Pame_02372.t1	K02935
Pame_02374.t2	K12837
Pame_02375.t1	K06094
Pame_02376.t1	K05330
Pame_02377.t2	K05330
Pame_02378.t1	K07934
Pame_02379.t1	K26106
Pame_02380.t2	K08960
Pame_02381.t1	K03331
Pame_02382.t1	K12182
Pame_02383.t1	K12182
Pame_02385.t1	K09037
Pame_02386.t1	K15336
Pame_02387.t1	K19513
Pame_02392.t1	K22203
Pame_02393.t1	K22203
Pame_02395.t1	K22203
Pame_02397.t1	K11852
Pame_02398.t1	K22641
Pame_02399.t1	K00069
Pame_02402.t1	K24797
Pame_02411.t1	K08852
Pame_02412.t1	K01229
Pame_02413.t2	K05350
Pame_02414.t1	K01229
Pame_02415.t2	K01229
Pame_02416.t1	K03440
Pame_02417.t1	K03440
Pame_02418.t1	K25543
Pame_02419.t1	K25543
Pame_02421.t1	K14289
Pame_02422.t1	K11413
Pame_02424.t1	K22861
Pame_02425.t1	K21952
Pame_02428.t1	K20638
Pame_02429.t1	K05641
Pame_02431.t1	K11417
Pame_02432.t1	K00115
Pame_02433.t1	K00115
Pame_02434.t1	K01672
Pame_02435.t1	K01672
Pame_02436.t2	K07193
Pame_02437.t1	K04429
Pame_02438.t1	K19269
Pame_02439.t1	K03354
Pame_02440.t1	K24627
Pame_02441.t1	K24627
Pame_02443.t1	K08509
Pame_02444.t1	K00161
Pame_02446.t1	K01176
Pame_02447.t1	K01176
Pame_02448.t1	K00799
Pame_02449.t1	K00799
Pame_02450.t1	K23311
Pame_02452.t1	K13963
Pame_02476.t1	K13963
Pame_02480.t1	K13963
Pame_02481.t1	K13963
Pame_02482.t1	K13963
Pame_02483.t1	K13963
Pame_02486.t1	K23287
Pame_02488.t1	K27239
Pame_02489.t1	K00213
Pame_02490.t1	K00753
Pame_02490.t1	K14464
Pame_02491.t1	K09537
Pame_02492.t1	K20289
Pame_02493.t1	K15296
Pame_02494.t1	K15890
Pame_02494.t1	K22970
Pame_02495.t1	K13963
Pame_02504.t1	K21442
Pame_02505.t1	K21442
Pame_02506.t1	K21442
Pame_02509.t1	K03122
Pame_02511.t1	K06839
Pame_02512.t1	K01365
Pame_02513.t1	K01365
Pame_02514.t1	K01365
Pame_02518.t2	K25827
Pame_02519.t1	K09565
Pame_02519.t1	K03767
Pame_02522.t1	K08618
Pame_02524.t1	K08618
Pame_02525.t1	K14445
Pame_02526.t1	K06086
Pame_02527.t1	K06086
Pame_02533.t1	K27920
Pame_02537.t1	K19480
Pame_02539.t1	K11252
Pame_02543.t1	K22744
Pame_02544.t1	K03259
Pame_02545.t1	K13356
Pame_02546.t1	K11421
Pame_02547.t1	K16572
Pame_02548.t1	K11415
Pame_02548.t1	K12410
Pame_02550.t1	K01904
Pame_02550.t1	K01897
Pame_02551.t1	K01904
Pame_02552.t1	K01904
Pame_02553.t1	K01904
Pame_02554.t1	K01904
Pame_02555.t1	K01904
Pame_02556.t1	K01904
Pame_02557.t1	K01904
Pame_02558.t1	K17493
Pame_02559.t2	K04705
Pame_02560.t1	K21890
Pame_02563.t1	K17902
Pame_02568.t1	K24200
Pame_02573.t1	K20161
Pame_02575.t1	K10478
Pame_02576.t1	K10478
Pame_02577.t1	K10478
Pame_02578.t1	K07931
Pame_02584.t2	K13806
Pame_02588.t1	K14649
Pame_02589.t1	K02377
Pame_02590.t1	K17818
Pame_02592.t1	K14019
Pame_02594.t1	K07277
Pame_02595.t1	K15276
Pame_02596.t1	K24814
Pame_02598.t1	K07232
Pame_02599.t1	K09098
Pame_02604.t1	K03106
Pame_02606.t1	K15174
Pame_02606.t1	K02946
Pame_02607.t1	K02540
Pame_02609.t1	K24014
Pame_02610.t3	K24014
Pame_02612.t1	K26151
Pame_02614.t1	K27588
Pame_02617.t1	K03652
Pame_02618.t1	K03652
Pame_02619.t1	K09206
Pame_02620.t1	K10723
Pame_02622.t1	K18403
Pame_02623.t1	K19613
Pame_02625.t1	K17256
Pame_02628.t1	K01294
Pame_02629.t1	K11411
Pame_02630.t2	K02974
Pame_02633.t1	K06867
Pame_02634.t5	K10277
Pame_02635.t1	K00432
Pame_02636.t1	K12192
Pame_02639.t1	K05030
Pame_02642.t1	K01565
Pame_02643.t1	K17497
Pame_02646.t1	K16691
Pame_02647.t1	K23804
Pame_02650.t1	K15127
Pame_02651.t1	K15127
Pame_02652.t1	K15127
Pame_02653.t1	K15127
Pame_02654.t1	K15127
Pame_02655.t1	K15127
Pame_02656.t1	K15127
Pame_02660.t1	K04306
Pame_02661.t1	K06867
Pame_02664.t1	K05271
Pame_02665.t1	K04905
Pame_02666.t1	K05271
Pame_02667.t1	K05271
Pame_02668.t1	K05271
Pame_02669.t1	K21958
Pame_02671.t1	K21958
Pame_02672.t1	K01069
Pame_02673.t1	K11680
Pame_02675.t1	K08186
Pame_02676.t1	K08186
Pame_02678.t1	K01988
Pame_02679.t1	K01988
Pame_02681.t1	K01988
Pame_02682.t1	K01988
Pame_02683.t1	K01988
Pame_02684.t2	K01988
Pame_02685.t1	K01988
Pame_02686.t1	K01988
Pame_02687.t1	K01988
Pame_02688.t1	K20798
Pame_02689.t3	K20798
Pame_02693.t1	K00816
Pame_02694.t1	K04615
Pame_02695.t1	K19721
Pame_02697.t3	K20284
Pame_02698.t1	K01365
Pame_02701.t1	K05743
Pame_02703.t2	K10176
Pame_02704.t1	K10176
Pame_02705.t1	K15362
Pame_02706.t1	K02997
Pame_02708.t1	K01183
Pame_02709.t1	K01183
Pame_02710.t1	K01304
Pame_02714.t1	K09427
Pame_02716.t1	K03537
Pame_02719.t1	K14708
Pame_02722.t1	K21852
Pame_02723.t1	K21852
Pame_02724.t1	K11647
Pame_02725.t1	K11647
Pame_02726.t1	K11647
Pame_02728.t1	K24335
Pame_02733.t2	K14995
Pame_02734.t1	K14995
Pame_02735.t1	K01835
Pame_02737.t1	K14288
Pame_02739.t1	K20198
Pame_02740.t1	K12481
Pame_02741.t1	K01953
Pame_02743.t1	K03671
Pame_02745.t1	K04922
Pame_02746.t1	K10692
Pame_02748.t1	K25753
Pame_02749.t1	K24469
Pame_02750.t1	K02599
Pame_02751.t1	K13094
Pame_02758.t1	K10251
Pame_02759.t1	K15027
Pame_02760.t1	K13049
Pame_02761.t1	K17923
Pame_02762.t1	K04892
Pame_02763.t1	K10736
Pame_02764.t1	K27567
Pame_02765.t1	K14462
Pame_02766.t1	K19895
Pame_02767.t1	K19895
Pame_02772.t1	K06639
Pame_02773.t1	K11861
Pame_02775.t1	K05720
Pame_02776.t1	K27488
Pame_02777.t1	K01468
Pame_02778.t1	K08059
Pame_02782.t1	K00181
Pame_02785.t1	K08832
Pame_02786.t1	K16833
Pame_02791.t1	K07897
Pame_02793.t1	K08621
Pame_02801.t1	K17732
Pame_02802.t1	K09228
Pame_02804.t1	K18669
Pame_02805.t1	K10801
Pame_02810.t1	K18740
Pame_02811.t1	K10394
Pame_02812.t1	K20392
Pame_02812.t1	K20393
Pame_02813.t1	K06768
Pame_02819.t2	K17277
Pame_02821.t1	K06636
Pame_02825.t1	K00720
Pame_02826.t1	K13358
Pame_02827.t1	K07555
Pame_02828.t1	K24786
Pame_02829.t1	K12393
Pame_02830.t1	K04669
Pame_02831.t1	K09828
Pame_02832.t1	K13800
Pame_02834.t1	K09210
Pame_02835.t1	K04608
Pame_02837.t1	K15707
Pame_02838.t1	K03662
Pame_02840.t1	K23205
Pame_02841.t1	K10772
Pame_02842.t1	K18461
Pame_02845.t1	K11446
Pame_02846.t1	K16757
Pame_02848.t1	K12389
Pame_02849.t1	K20042
Pame_02850.t1	K03665
Pame_02852.t1	K00036
Pame_02853.t1	K04438
Pame_02854.t1	K13149
Pame_02856.t1	K11876
Pame_02857.t1	K20465
Pame_02858.t1	K23327
Pame_02859.t1	K17199
Pame_02861.t1	K17199
Pame_02865.t1	K24963
Pame_02866.t1	K08451
Pame_02867.t3	K27962
Pame_02868.t1	K00488
Pame_02870.t1	K13199
Pame_02871.t1	K13199
Pame_02877.t1	K10523
Pame_02878.t1	K10523
Pame_02880.t1	K00503
Pame_02883.t1	K00503
Pame_02884.t1	K00503
Pame_02885.t1	K24634
Pame_02887.t1	K00503
Pame_02888.t2	K00503
Pame_02892.t1	K09455
Pame_02893.t1	K09455
Pame_02894.t1	K20694
Pame_02895.t1	K18086
Pame_02896.t1	K07836
Pame_02896.t1	K04353
Pame_02898.t1	K01137
Pame_02900.t1	K09522
Pame_02902.t2	K04851
Pame_02903.t5	K04851
Pame_02907.t1	K01104
Pame_02909.t1	K04384
Pame_02913.t1	K01641
Pame_02914.t2	K06867
Pame_02917.t1	K05398
Pame_02918.t2	K09228
Pame_02921.t1	K09228
Pame_02924.t1	K20405
Pame_02928.t1	K09228
Pame_02932.t1	K01017
Pame_02933.t1	K15279
Pame_02934.t2	K14711
Pame_02935.t1	K16747
Pame_02936.t4	K05636
Pame_02937.t1	K22610
Pame_02938.t1	K11290
Pame_02939.t1	K08683
Pame_02942.t1	K01309
Pame_02943.t1	K01558
Pame_02950.t1	K00681
Pame_02953.t1	K05931
Pame_02954.t1	K05931
Pame_02955.t1	K11793
Pame_02958.t3	K10592
Pame_02961.t1	K06768
Pame_02962.t1	K06768
Pame_02970.t1	K21415
Pame_02972.t1	K06767
Pame_02973.t1	K06767
Pame_02974.t1	K06767
Pame_02976.t1	K06767
Pame_02977.t2	K06767
Pame_02978.t1	K06767
Pame_02979.t1	K10251
Pame_02980.t1	K17964
Pame_02981.t1	K23491
Pame_02983.t1	K23879
Pame_02985.t1	K06062
Pame_02986.t1	K06062
Pame_02989.t1	K06062
Pame_02990.t1	K15278
Pame_02991.t1	K15278
Pame_02992.t1	K06633
Pame_02993.t1	K13862
Pame_02995.t1	K12478
Pame_02996.t1	K16344
Pame_02997.t2	K06316
Pame_02998.t1	K15111
Pame_02999.t1	K19599
Pame_03001.t1	K17503
Pame_03002.t1	K15338
Pame_03003.t1	K14157
Pame_03004.t1	K05545
Pame_03005.t1	K11315
Pame_03006.t1	K08867
Pame_03010.t1	K03259
Pame_03011.t1	K19219
Pame_03012.t1	K12396
Pame_03013.t1	K08820
Pame_03014.t1	K18024
Pame_03015.t1	K20478
Pame_03016.t1	K12666
Pame_03017.t2	K14650
Pame_03018.t1	K00162
Pame_03020.t1	K24029
Pame_03021.t1	K16607
Pame_03022.t1	K08794
Pame_03023.t1	K08794
Pame_03030.t1	K04506
Pame_03031.t1	K02166
Pame_03032.t1	K08588
Pame_03034.t1	K04513
Pame_03034.t1	K07856
Pame_03034.t1	K07975
Pame_03035.t1	K20705
Pame_03036.t1	K05397
Pame_03036.t1	K08471
Pame_03037.t1	K05034
Pame_03038.t1	K03028
Pame_03039.t6	K12567
Pame_03043.t1	K03037
Pame_03046.t2	K20791
Pame_03048.t1	K10812
Pame_03051.t1	K15109
Pame_03053.t1	K15109
Pame_03056.t1	K14462
Pame_03057.t1	K00471
Pame_03058.t1	K03845
Pame_03059.t1	K10848
Pame_03061.t2	K09228
Pame_03062.t2	K21772
Pame_03064.t2	K06709
Pame_03066.t1	K10350
Pame_03067.t1	K10839
Pame_03068.t1	K26935
Pame_03069.t1	K14971
Pame_03070.t3	K14971
Pame_03071.t1	K13115
Pame_03073.t1	K18466
Pame_03074.t1	K19410
Pame_03076.t1	K10364
Pame_03077.t1	K14649
Pame_03078.t1	K19415
Pame_03079.t1	K11445
Pame_03082.t1	K10268
Pame_03085.t1	K04593
Pame_03087.t1	K17495
Pame_03088.t1	K02599
Pame_03097.t1	K04194
Pame_03101.t2	K07575
Pame_03102.t1	K09525
Pame_03103.t1	K24350
Pame_03105.t1	K10875
Pame_03107.t1	K15102
Pame_03110.t1	K08015
Pame_03111.t1	K08015
Pame_03112.t1	K19369
Pame_03113.t1	K07819
Pame_03114.t1	K05732
Pame_03115.t1	K27963
Pame_03116.t1	K04437
Pame_03117.t1	K04437
Pame_03118.t1	K04437
Pame_03124.t1	K08114
Pame_03128.t1	K23205
Pame_03129.t1	K08114
Pame_03131.t2	K08114
Pame_03133.t1	K08175
Pame_03135.t1	K13987
Pame_03136.t1	K06662
Pame_03137.t2	K15122
Pame_03138.t1	K13101
Pame_03139.t1	K11129
Pame_03140.t1	K00944
Pame_03140.t1	K00939
Pame_03141.t1	K12495
Pame_03142.t1	K08789
Pame_03143.t1	K08342
Pame_03144.t1	K09699
Pame_03147.t1	K09427
Pame_03149.t1	K09232
Pame_03155.t2	K16487
Pame_03168.t1	K16487
Pame_03169.t1	K16310
Pame_03170.t1	K17866
Pame_03171.t1	K24175
Pame_03175.t1	K13963
Pame_03178.t1	K01745
Pame_03179.t1	K24943
Pame_03181.t1	K20360
Pame_03183.t1	K03661
Pame_03184.t1	K08766
Pame_03185.t1	K08766
Pame_03187.t1	K03440
Pame_03188.t2	K03440
Pame_03189.t1	K07566
Pame_03189.t1	K03019
Pame_03190.t1	K23282
Pame_03191.t1	K05613
Pame_03202.t1	K04443
Pame_03203.t1	K07378
Pame_03204.t1	K11206
Pame_03206.t1	K23564
Pame_03207.t1	K18078
Pame_03208.t1	K21052
Pame_03210.t2	K02649
Pame_03211.t1	K10251
Pame_03212.t1	K01900
Pame_03213.t1	K00615
Pame_03214.t1	K17065
Pame_03215.t1	K08059
Pame_03216.t1	K08059
Pame_03217.t1	K10307
Pame_03218.t1	K15172
Pame_03219.t1	K00106
Pame_03220.t1	K00106
Pame_03222.t2	K11852
Pame_03223.t1	K11835
Pame_03231.t1	K00106
Pame_03232.t1	K00106
Pame_03235.t1	K05236
Pame_03238.t1	K00700
Pame_03239.t1	K00700
Pame_03241.t1	K15122
Pame_03245.t2	K11805
Pame_03248.t1	K06685
Pame_03250.t1	K06820
Pame_03251.t1	K06820
Pame_03253.t1	K20644
Pame_03254.t1	K05631
Pame_03255.t1	K18465
Pame_03257.t1	K19933
Pame_03258.t1	K19933
Pame_03263.t1	K21027
Pame_03267.t1	K10576
Pame_03268.t2	K09174
Pame_03270.t1	K05857
Pame_03272.t1	K23209
Pame_03273.t1	K05857
Pame_03275.t1	K05857
Pame_03276.t1	K05857
Pame_03277.t1	K23205
Pame_03278.t1	K03850
Pame_03280.t1	K23840
Pame_03281.t1	K14825
Pame_03282.t1	K14825
Pame_03284.t1	K20813
Pame_03285.t1	K20813
Pame_03288.t1	K01698
Pame_03290.t1	K12959
Pame_03292.t1	K00252
Pame_03294.t1	K22808
Pame_03296.t1	K22808
Pame_03303.t1	K14327
Pame_03303.t1	K10572
Pame_03305.t1	K04416
Pame_03306.t1	K07198
Pame_03308.t1	K05463
Pame_03312.t1	K05463
Pame_03329.t1	K23222
Pame_03335.t2	K08134
Pame_03336.t1	K08134
Pame_03337.t2	K08134
Pame_03338.t1	K25174
Pame_03343.t1	K11969
Pame_03345.t1	K11969
Pame_03350.t1	K01875
Pame_03353.t1	K06633
Pame_03355.t1	K12668
Pame_03356.t1	K01540
Pame_03358.t2	K01540
Pame_03359.t1	K01540
Pame_03365.t1	K10268
Pame_03370.t1	K23205
Pame_03381.t1	K23209
Pame_03384.t1	K05675
Pame_03385.t1	K12484
Pame_03386.t1	K23209
Pame_03389.t1	K03676
Pame_03391.t1	K22182
Pame_03393.t1	K23205
Pame_03395.t1	K13443
Pame_03396.t1	K04350
Pame_03397.t1	K00643
Pame_03398.t1	K00643
Pame_03400.t1	K23222
Pame_03403.t1	K23222
Pame_03418.t1	K20284
Pame_03419.t1	K23209
Pame_03422.t1	K17604
Pame_03427.t1	K10638
Pame_03429.t1	K23222
Pame_03446.t1	K17604
Pame_03453.t1	K18180
Pame_03458.t1	K10084
Pame_03459.t1	K10084
Pame_03463.t1	K23609
Pame_03465.t2	K09168
Pame_03466.t1	K09168
Pame_03470.t1	K10769
Pame_03471.t1	K05750
Pame_03472.t1	K19730
Pame_03473.t1	K14530
Pame_03474.t1	K12114
Pame_03474.t1	K09059
Pame_03478.t1	K01768
Pame_03483.t1	K23222
Pame_03494.t1	K06767
Pame_03495.t3	K06767
Pame_03496.t1	K06767
Pame_03499.t1	K06767
Pame_03508.t1	K04630
Pame_03508.t1	K04534
Pame_03509.t1	K15122
Pame_03510.t1	K00030
Pame_03511.t1	K15122
Pame_03512.t1	K09409
Pame_03517.t1	K23222
Pame_03518.t1	K09427
Pame_03522.t1	K14570
Pame_03526.t1	K13775
Pame_03530.t1	K09228
Pame_03531.t1	K09228
Pame_03532.t2	K09228
Pame_03535.t1	K14864
Pame_03538.t1	K26229
Pame_03539.t1	K15169
Pame_03540.t1	K10753
Pame_03541.t1	K08764
Pame_03542.t1	K16536
Pame_03543.t1	K17336
Pame_03546.t1	K24317
Pame_03547.t1	K10271
Pame_03549.t1	K04615
Pame_03553.t1	K03440
Pame_03554.t1	K03440
Pame_03555.t1	K03440
Pame_03556.t1	K10643
Pame_03557.t1	K10643
Pame_03559.t1	K10885
Pame_03560.t1	K01346
Pame_03561.t1	K01346
Pame_03562.t1	K01346
Pame_03564.t1	K23612
Pame_03565.t1	K08543
Pame_03567.t1	K24015
Pame_03570.t1	K24015
Pame_03571.t1	K01889
Pame_03571.t1	K15438
Pame_03575.t1	K13291
Pame_03580.t1	K18757
Pame_03583.t1	K19721
Pame_03584.t1	K00289
Pame_03586.t1	K06672
Pame_03589.t1	K00106
Pame_03590.t1	K20165
Pame_03591.t1	K09228
Pame_03592.t2	K01464
Pame_03595.t1	K14453
Pame_03596.t1	K05129
Pame_03597.t1	K03386
Pame_03598.t1	K14844
Pame_03599.t1	K14844
Pame_03612.t1	K11487
Pame_03613.t1	K11488
Pame_03614.t1	K11487
Pame_03616.t1	K11488
Pame_03619.t1	K01251
Pame_03621.t1	K12310
Pame_03623.t1	K03364
Pame_03624.t2	K18343
Pame_03625.t1	K17770
Pame_03626.t2	K24722
Pame_03631.t1	K13208
Pame_03632.t1	K01816
Pame_03633.t1	K15446
Pame_03634.t1	K06227
Pame_03639.t1	K08026
Pame_03640.t1	K11980
Pame_03641.t1	K13566
Pame_03644.t1	K14966
Pame_03645.t1	K14966
Pame_03646.t1	K14966
Pame_03647.t1	K14966
Pame_03648.t1	K20224
Pame_03649.t1	K15687
Pame_03652.t1	K05755
Pame_03654.t1	K05397
Pame_03654.t1	K08471
Pame_03655.t1	K04375
Pame_03656.t1	K06756
Pame_03661.t1	K08451
Pame_03662.t1	K04409
Pame_03663.t1	K26678
Pame_03664.t1	K07297
Pame_03665.t1	K11094
Pame_03666.t1	K05700
Pame_03669.t1	K17307
Pame_03670.t1	K00939
Pame_03671.t1	K14714
Pame_03673.t1	K08150
Pame_03674.t1	K08150
Pame_03676.t1	K24576
Pame_03680.t2	K06631
Pame_03682.t1	K06631
Pame_03683.t1	K18180
Pame_03686.t1	K04679
Pame_03687.t1	K04679
Pame_03691.t1	K09191
Pame_03692.t2	K20100
Pame_03694.t1	K14453
Pame_03695.t1	K07939
Pame_03696.t1	K13667
Pame_03698.t1	K11318
Pame_03699.t1	K05724
Pame_03700.t1	K20177
Pame_03700.t1	K07951
Pame_03702.t4	K04958
Pame_03703.t1	K00139
Pame_03703.t1	K00135
Pame_03704.t1	K11585
Pame_03705.t2	K04992
Pame_03706.t1	K12655
Pame_03707.t2	K15980
Pame_03708.t2	K21437
Pame_03709.t1	K18418
Pame_03710.t1	K25703
Pame_03711.t1	K14864
Pame_03713.t1	K05850
Pame_03723.t2	K08451
Pame_03724.t1	K22649
Pame_03732.t1	K05122
Pame_03734.t1	K05122
Pame_03736.t1	K06820
Pame_03737.t1	K06820
Pame_03738.t2	K06820
Pame_03739.t2	K06820
Pame_03747.t1	K17654
Pame_03748.t1	K22873
Pame_03750.t1	K03661
Pame_03751.t1	K04715
Pame_03752.t1	K01008
